Cliente,Unidad,Servicio,Personal_Estimado,COMPAÑÍA_SV,CLIENTE_SV,UNIDAD_SV,SERVICIO_SV,Factor_Personas_Promedio,Fecha_Servicio,Registros_Agregados,Clave_Servicio,COD CLIENTE,COD UNID,COD SERVICIO,Personal_Real,COMPAÑÍA_ASIG,CLIENTE_ASIG,UNIDAD_ASIG,SERVICIO_ASIG,Total_Registros,CLIENTE_FINAL,UNIDAD_FINAL,SERVICIO_FINAL,Diferencia_Personal,Porcentaje_Cobertura,Personal_Faltante,Personal_Sobrante,Estado_Asignacion
,,,0,,,,,,,,112332_11034_95,112332,11034,95,2,J&V Resguardo S.A.C.,CANTALLOC SOCIEDAD ANONIMA CERRADA - CANTALLOC S.A.C.,Cantalloc Local Nazca,AGENTE SEGURIDAD 24 HRS L/D,2,CANTALLOC SOCIEDAD ANONIMA CERRADA - CANTALLOC S.A.C.,Cantalloc Local Nazca,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,141493_21459_48,141493,21459,48,2,J&V Resguardo S.A.C.,IN GROUP CONSULTORIA E INVERSIONES S.A.C.,In Group C.E.I Edificio Pedro de Osma,AGENTE SEGURIDAD 12 HRS L/S DÍA,2,IN GROUP CONSULTORIA E INVERSIONES S.A.C.,In Group C.E.I Edificio Pedro de Osma,AGENTE SEGURIDAD 12 HRS L/S DÍA,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,64990_20100_26,64990,20100,26,1,J&V Resguardo S.A.C.,FINANCIERA QAPAQ S.A.,Qapaq Agencia Jesús María,AGENTE SEGURIDAD 10 HRS L/S DIA,1,FINANCIERA QAPAQ S.A.,Qapaq Agencia Jesús María,AGENTE SEGURIDAD 10 HRS L/S DIA,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,24539_22873_98,24539,22873,98,1,J&V Resguardo S.A.C.,HERSIL S.A.C. LABORATORIOS INDUSTRIALES FARMACEUTICOS,Hersil Los Frutales,JEFE DE GRUPO 12 HRS L/D (NOCHE),1,HERSIL S.A.C. LABORATORIOS INDUSTRIALES FARMACEUTICOS,Hersil Los Frutales,JEFE DE GRUPO 12 HRS L/D (NOCHE),,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,131380_14706_53,131380,14706,53,1,J&V Resguardo S.A.C.,PERUANA DE MOLDEADOS S.A.C.,Pamolsa Planta Gambetta,AGENTE SEGURIDAD 12 HRS L/V (DÍA),1,PERUANA DE MOLDEADOS S.A.C.,Pamolsa Planta Gambetta,AGENTE SEGURIDAD 12 HRS L/V (DÍA),,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,9463_22020_48,9463,22020,48,1,J&V Resguardo S.A.C.,BANCO INTERNACIONAL DEL PERU-INTERBANK,Interbank Sede Centro Tecnológico Camaná Lima,AGENTE SEGURIDAD 12 HRS L/S DÍA,1,BANCO INTERNACIONAL DEL PERU-INTERBANK,Interbank Sede Centro Tecnológico Camaná Lima,AGENTE SEGURIDAD 12 HRS L/S DÍA,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,140176_24706_95,140176,24706,95,2,J&V Resguardo S.A.C.,AMBIPAR ENVIRONMENT PERU SOCIEDAD ANONIMA CERRADA - AMBIPAR ENVIR,Ambipar Planta Giri VES,AGENTE SEGURIDAD 24 HRS L/D,2,AMBIPAR ENVIRONMENT PERU SOCIEDAD ANONIMA CERRADA - AMBIPAR ENVIR,Ambipar Planta Giri VES,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,75979_23355_95,75979,23355,95,2,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SUPERMIX S.A.,Almacén Activos Supermix,AGENTE SEGURIDAD 24 HRS L/D,2,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SUPERMIX S.A.,Almacén Activos Supermix,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,124018_19519_42,124018,19519,42,1,J&V Resguardo S.A.C.,UNION ELECTRICA SA SUCURSAL DEL PERU,Unión Electrica Local Huánuco,AGENTE SEGURIDAD 12 HRS L/D NOCHE,1,UNION ELECTRICA SA SUCURSAL DEL PERU,Unión Electrica Local Huánuco,AGENTE SEGURIDAD 12 HRS L/D NOCHE,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,134997_21229_95,134997,21229,95,4,J&V Resguardo S.A.C.,HITACHI ENERGY PERU S.A.,Hitachi Energy Local Lurín,AGENTE SEGURIDAD 24 HRS L/D,4,HITACHI ENERGY PERU S.A.,Hitachi Energy Local Lurín,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,22888_375_95,22888,375,95,4,J&V Resguardo S.A.C.,IMPORTACIONES HIRAOKA S.A.C.,Hiraoka Local Abancay II,AGENTE SEGURIDAD 24 HRS L/D,4,IMPORTACIONES HIRAOKA S.A.C.,Hiraoka Local Abancay II,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,7783_25564_41,7783,25564,41,5,J&V Resguardo S.A.C.,MEDLOG PERU S.A.,Meglod Almacén Argentina Callao,AGENTE SEGURIDAD 12 HRS L/D DÍA,5,MEDLOG PERU S.A.,Meglod Almacén Argentina Callao,AGENTE SEGURIDAD 12 HRS L/D DÍA,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,65770_20318_80,65770,20318,80,2,J&V Resguardo S.A.C.,ORYGEN PERU S.A.A.,Enel Gener. Guardianía Ventana 6,GUARDIAN 24 HRS L/D,2,ORYGEN PERU S.A.A.,Enel Gener. Guardianía Ventana 6,GUARDIAN 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,125009_14128_95,125009,14128,95,2,J&V Resguardo S.A.C.,COUNTRY CLUB DE VILLA,Country Club de Villa Chosica (Tareo),AGENTE SEGURIDAD 24 HRS L/D,2,COUNTRY CLUB DE VILLA,Country Club de Villa Chosica (Tareo),AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,22776_21373_95,22776,21373,95,5,J&V Resguardo S.A.C.,CAL & CEMENTO SUR S.A.,Planta Calcesur Calacaja,AGENTE SEGURIDAD 24 HRS L/D,5,CAL & CEMENTO SUR S.A.,Planta Calcesur Calacaja,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,7594_16497_95,7594,16497,95,5,J&V Resguardo S.A.C.,P&D ANDINA ALIMENTOS S.A.,PD Andina Planta AVI Lima,AGENTE SEGURIDAD 24 HRS L/D,5,P&D ANDINA ALIMENTOS S.A.,PD Andina Planta AVI Lima,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,12526_20144_41,12526,20144,41,6,J&V Resguardo S.A.C.,REPSOL EXPLORACION PERU SUCURSAL DEL PER U,Repsol Lote 57,AGENTE SEGURIDAD 12 HRS L/D DÍA,6,REPSOL EXPLORACION PERU SUCURSAL DEL PER U,Repsol Lote 57,AGENTE SEGURIDAD 12 HRS L/D DÍA,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,207914_26081_42,207914,26081,42,1,J&V Resguardo S.A.C.,B MANAGEMENT SOCIEDAD ANONIMA CERRADA,B Management Edif. Blas Cerdeña San Iisdro,AGENTE SEGURIDAD 12 HRS L/D NOCHE,1,B MANAGEMENT SOCIEDAD ANONIMA CERRADA,B Management Edif. Blas Cerdeña San Iisdro,AGENTE SEGURIDAD 12 HRS L/D NOCHE,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,222706_26454_27,222706,26454,27,1,J&V Resguardo S.A.C.,ASOCIACION PROMOTORA EDUCATIVA MARI BLANCA GREGORI DE PINTO,Colegio André Malraux Surco,AGENTE SEGURIDAD 10 HRS L/V (DÍA),1,ASOCIACION PROMOTORA EDUCATIVA MARI BLANCA GREGORI DE PINTO,Colegio André Malraux Surco,AGENTE SEGURIDAD 10 HRS L/V (DÍA),,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,108939_17968_16,108939,17968,16,5,Liderman Servicios S.A.C.,LIDERMAN SERVICIOS S.A.C.,Zona Parking y Delivery - Pulpo Disponibles 08 y 12 Hrs,AGENTE SEGURIDAD 08 HRS L/D DÍA,5,LIDERMAN SERVICIOS S.A.C.,Zona Parking y Delivery - Pulpo Disponibles 08 y 12 Hrs,AGENTE SEGURIDAD 08 HRS L/D DÍA,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,163391_23426_95,163391,23426,95,2,J&V Resguardo S.A.C.,UYUSTOOLS PERU LIMITADA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIM,Uyusa Sede Cercado 2,AGENTE SEGURIDAD 24 HRS L/D,2,UYUSTOOLS PERU LIMITADA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIM,Uyusa Sede Cercado 2,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,15840_15840_796,15840,15840,796,1,J&V Resguardo S.A.C.,(en blanco),La Positiva Sede Ilo,AGENTE SEGURIDAD 11 HRS L/V (DÍA),1,(en blanco),La Positiva Sede Ilo,AGENTE SEGURIDAD 11 HRS L/V (DÍA),,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,63449_3082_95,63449,3082,95,5,J&V Resguardo S.A.C.,DISTRIBUIDORA FARMACEUTICA LA LIBERTAD S.A.C. - DIFARLIB S.A.C.,Difarlib Local San Judas Tadeo La Libertad,AGENTE SEGURIDAD 24 HRS L/D,5,DISTRIBUIDORA FARMACEUTICA LA LIBERTAD S.A.C. - DIFARLIB S.A.C.,Difarlib Local San Judas Tadeo La Libertad,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,70588_2291_95,70588,2291,95,3,J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,Real Plaza Chimbote,AGENTE SEGURIDAD 24 HRS L/D,3,REAL PLAZA S.R.L.,Real Plaza Chimbote,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,141641_26567_48,141641,26567,48,1,J&V Resguardo S.A.C.,CBC MARKET S.A.C.,Cbc Market La Molina,AGENTE SEGURIDAD 12 HRS L/S DÍA,1,CBC MARKET S.A.C.,Cbc Market La Molina,AGENTE SEGURIDAD 12 HRS L/S DÍA,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,64608_3762_95,64608,3762,95,2,J&V Resguardo S.A.C.,DIVECENTER S.A.C.,Divemotor Local Lurín Km 24,AGENTE SEGURIDAD 24 HRS L/D,2,DIVECENTER S.A.C.,Divemotor Local Lurín Km 24,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,23444_475_95,23444,475,95,3,J&V Resguardo S.A.C.,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SOCIEDAD ANONIMA,Carretera a Pimentel La Garita Chiclayo,AGENTE SEGURIDAD 24 HRS L/D,3,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SOCIEDAD ANONIMA,Carretera a Pimentel La Garita Chiclayo,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,55950_26345_95,55950,26345,95,3,J&V Resguardo S.A.C.,GERENCIA DE PROYECTO Y CONSTRUCCION SOCIEDAD ANONIMA CERRADA,Geproco Obra Villa el Salvador,AGENTE SEGURIDAD 24 HRS L/D,3,GERENCIA DE PROYECTO Y CONSTRUCCION SOCIEDAD ANONIMA CERRADA,Geproco Obra Villa el Salvador,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,93918_5075_95,93918,5075,95,3,J&V Resguardo S.A.C.,CONSORCIO TRANSMANTARO S.A.,CTM SE Trujillo La Libertad,AGENTE SEGURIDAD 24 HRS L/D,3,CONSORCIO TRANSMANTARO S.A.,CTM SE Trujillo La Libertad,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,54554_4546_95,54554,4546,95,3,J&V Resguardo S.A.C.,PROFUTURO AFP,Profuturo San Isidro,AGENTE SEGURIDAD 24 HRS L/D,3,PROFUTURO AFP,Profuturo San Isidro,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,23089_8370_95,23089,8370,95,3,J&V Resguardo S.A.C.,3M PERU S A,3M Local Chilca,AGENTE SEGURIDAD 24 HRS L/D,3,3M PERU S A,3M Local Chilca,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,93918_5073_96,93918,5073,96,2,J&V Resguardo S.A.C.,CONSORCIO TRANSMANTARO S.A.,CTM SE Mantaro Huancavelica,AGENTE SEGURIDAD 24 HRS L/D (Acuartelado),2,CONSORCIO TRANSMANTARO S.A.,CTM SE Mantaro Huancavelica,AGENTE SEGURIDAD 24 HRS L/D (Acuartelado),,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,97938_17905_95,97938,17905,95,3,J&V Resguardo S.A.C.,INSTITUTO DE EDUCACION SUPERIOR PRIVADO CIBERTEC S.A.C.,Cibertec Sede Arequipa,AGENTE SEGURIDAD 24 HRS L/D,3,INSTITUTO DE EDUCACION SUPERIOR PRIVADO CIBERTEC S.A.C.,Cibertec Sede Arequipa,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,133200_18909_95,133200,18909,95,2,J&V Resguardo S.A.C.,LINDE PERU S.R.L.,Tecnogas Argentina 2,AGENTE SEGURIDAD 24 HRS L/D,2,LINDE PERU S.R.L.,Tecnogas Argentina 2,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,133200_15152_95,133200,15152,95,2,J&V Resguardo S.A.C.,LINDE PERU S.R.L.,Praxair Chiclayo,AGENTE SEGURIDAD 24 HRS L/D,2,LINDE PERU S.R.L.,Praxair Chiclayo,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,59221_1189_95,59221,1189,95,3,J&V Resguardo S.A.C.,LUCKY S.A.C.,Lucky Local Miraflores,AGENTE SEGURIDAD 24 HRS L/D,3,LUCKY S.A.C.,Lucky Local Miraflores,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,112603_10236_95,112603,10236,95,2,J&V Resguardo S.A.C.,"HOLDER MERINO DE ONRUBIA, TERESA MANUELA",Residencia Teresa Holder - Colan,AGENTE SEGURIDAD 24 HRS L/D,2,"HOLDER MERINO DE ONRUBIA, TERESA MANUELA",Residencia Teresa Holder - Colan,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,119242_25755_80,119242,25755,80,3,J&V Resguardo S.A.C.,ORAZUL ENERGY PERU S.A.,Laguna Cullicocha,GUARDIAN 24 HRS L/D,3,ORAZUL ENERGY PERU S.A.,Laguna Cullicocha,GUARDIAN 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,89419_20288_95,89419,20288,95,2,J&V Resguardo S.A.C.,PLUZ ENERGÍA PERÚ S.A.A.,Enel Distrib. Sub Estación Huarangal Carabayllo,AGENTE SEGURIDAD 24 HRS L/D,2,PLUZ ENERGÍA PERÚ S.A.A.,Enel Distrib. Sub Estación Huarangal Carabayllo,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,90912_26344_80,90912,26344,80,1,J&V Resguardo S.A.C.,RED DE ENERGIA DEL PERU SA,Terreno Viru,GUARDIAN 24 HRS L/D,1,RED DE ENERGIA DEL PERU SA,Terreno Viru,GUARDIAN 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,7034_2619_41,7034,2619,41,4,J&V Resguardo S.A.C.,INVERSIONES NACIONALES DE TURISMO S.A.,Westin Lima Hotel & Convention Center,AGENTE SEGURIDAD 12 HRS L/D DÍA,4,INVERSIONES NACIONALES DE TURISMO S.A.,Westin Lima Hotel & Convention Center,AGENTE SEGURIDAD 12 HRS L/D DÍA,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,56913_20461_95,56913,20461,95,2,J&V Resguardo S.A.C.,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANÓNIMA,Backus Megacentro Lurín,AGENTE SEGURIDAD 24 HRS L/D,2,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANÓNIMA,Backus Megacentro Lurín,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,117232_11010_16,117232,11010,16,117,J&V Resguardo S.A.C.,COMPAÑIA MINERA ANTAPACCAY S.A.,Mina,AGENTE SEGURIDAD 08 HRS L/D DÍA,117,COMPAÑIA MINERA ANTAPACCAY S.A.,Mina,AGENTE SEGURIDAD 08 HRS L/D DÍA,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,23514_95_95,23514,95,95,2,J&V Resguardo S.A.C.,EMBAJADA DE FRANCIA,Embajada de Francia Residencia,AGENTE SEGURIDAD 24 HRS L/D,2,EMBAJADA DE FRANCIA,Embajada de Francia Residencia,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,64990_20955_26,64990,20955,26,1,J&V Resguardo S.A.C.,FINANCIERA QAPAQ S.A.,Qapaq Agencia Piura Centro,AGENTE SEGURIDAD 10 HRS L/S DIA,1,FINANCIERA QAPAQ S.A.,Qapaq Agencia Piura Centro,AGENTE SEGURIDAD 10 HRS L/S DIA,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,59493_17644_18,59493,17644,18,1,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP Sección Matemáticas,AGENTE SEGURIDAD 08 HRS L/S DÍA,1,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP Sección Matemáticas,AGENTE SEGURIDAD 08 HRS L/S DÍA,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,62015_24667_99,62015,24667,99,4,J&V Resguardo S.A.C.,INVERS.MARITIMAS UNIVERSALES PERU S.A,Imupesa Local Nestor Gambeta KM 9.5 Oquendo,AGENTE SEGURIDAD 24 HRS L/S,4,INVERS.MARITIMAS UNIVERSALES PERU S.A,Imupesa Local Nestor Gambeta KM 9.5 Oquendo,AGENTE SEGURIDAD 24 HRS L/S,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,62007_22385_41,62007,22385,41,1,J&V Resguardo S.A.C.,CONTRANS S.A.C.,Serv. Adic. Contrans Local Callao,AGENTE SEGURIDAD 12 HRS L/D DÍA,1,CONTRANS S.A.C.,Serv. Adic. Contrans Local Callao,AGENTE SEGURIDAD 12 HRS L/D DÍA,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,102591_8355_16,102591,8355,16,2,J&V Resguardo S.A.C.,UNIVERSIDAD PRIVADA DEL NORTE SAC,UPN Sede Norte Los Olivos,AGENTE SEGURIDAD 08 HRS L/D DÍA,2,UNIVERSIDAD PRIVADA DEL NORTE SAC,UPN Sede Norte Los Olivos,AGENTE SEGURIDAD 08 HRS L/D DÍA,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,59493_17650_42,59493,17650,42,1,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP Facultad de Artes Escénicas,AGENTE SEGURIDAD 12 HRS L/D NOCHE,1,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP Facultad de Artes Escénicas,AGENTE SEGURIDAD 12 HRS L/D NOCHE,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,126664_14286_95,126664,14286,95,3,J&V Resguardo S.A.C.,CERAMICA SAN LORENZO SAC,Ceramica San Lorenzo Planta 2,AGENTE SEGURIDAD 24 HRS L/D,3,CERAMICA SAN LORENZO SAC,Ceramica San Lorenzo Planta 2,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,111643_18385_95,111643,18385,95,3,J&V Resguardo S.A.C.,INVERSIONES NUEVA METROPOLI S.A.C.,Local San Isidro Real 12,AGENTE SEGURIDAD 24 HRS L/D,3,INVERSIONES NUEVA METROPOLI S.A.C.,Local San Isidro Real 12,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,23444_19342_95,23444,19342,95,4,J&V Resguardo S.A.C.,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SOCIEDAD ANONIMA,Mz. A Lt. C Ex Fundo Larrea Trujillo,AGENTE SEGURIDAD 24 HRS L/D,4,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SOCIEDAD ANONIMA,Mz. A Lt. C Ex Fundo Larrea Trujillo,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,129915_26016_95,129915,26016,95,3,J&V Resguardo S.A.C.,FONDO DE INVERSIONES DIVERSIFICADAS SOCIEDAD ANONIMA FODINSA,Fodinsa Mariscal Nieto,AGENTE SEGURIDAD 24 HRS L/D,3,FONDO DE INVERSIONES DIVERSIFICADAS SOCIEDAD ANONIMA FODINSA,Fodinsa Mariscal Nieto,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,68978_11633_59,68978,11633,59,1,J&V Resguardo S.A.C.,Q.P.R. SAC,Quality Products Almacén Ate,AGENTE SEGURIDAD 12 HRS L/V + 06 HRS SÁB DÍA,1,Q.P.R. SAC,Quality Products Almacén Ate,AGENTE SEGURIDAD 12 HRS L/V + 06 HRS SÁB DÍA,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,141493_21459_95,141493,21459,95,3,J&V Resguardo S.A.C.,IN GROUP CONSULTORIA E INVERSIONES S.A.C.,In Group C.E.I Edificio Pedro de Osma,AGENTE SEGURIDAD 24 HRS L/D,3,IN GROUP CONSULTORIA E INVERSIONES S.A.C.,In Group C.E.I Edificio Pedro de Osma,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,75608_2670_95,75608,2670,95,7,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,Tasa Planta Nuevo Chimbote,AGENTE SEGURIDAD 24 HRS L/D,7,TECNOLOGICA DE ALIMENTOS S.A.,Tasa Planta Nuevo Chimbote,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,111548_9895_95,111548,9895,95,2,J&V Resguardo S.A.C.,CENTENARIO DESARROLLO URBANO S.A.C,OAC1 Oficina Moche Trujillo,AGENTE SEGURIDAD 24 HRS L/D,2,CENTENARIO DESARROLLO URBANO S.A.C,OAC1 Oficina Moche Trujillo,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,56913_19725_95,56913,19725,95,12,J&V Resguardo S.A.C.,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANÓNIMA,Backus Planta Cusco,AGENTE SEGURIDAD 24 HRS L/D,12,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANÓNIMA,Backus Planta Cusco,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,7163_26700_95,7163,26700,95,2,J&V Resguardo S.A.C.,LOS PORTALES S.A.,Los Portales Gran Jardin Ticino Santa Anita,AGENTE SEGURIDAD 24 HRS L/D,2,LOS PORTALES S.A.,Los Portales Gran Jardin Ticino Santa Anita,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,197232_26649_95,197232,26649,95,2,J&V Resguardo S.A.C.,TRADI S A,TRADI Planta Arequipa,AGENTE SEGURIDAD 24 HRS L/D,2,TRADI S A,TRADI Planta Arequipa,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,66944_12351_95,66944,12351,95,2,J&V Resguardo S.A.C.,GESTION DE SERVICIOS AMBIENTALES S.A.C.,Disal Villa El Salvador,AGENTE SEGURIDAD 24 HRS L/D,2,GESTION DE SERVICIOS AMBIENTALES S.A.C.,Disal Villa El Salvador,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,141495_18983_95,141495,18983,95,3,J&V Resguardo S.A.C.,CONTUGAS S.A.C.,Contugas Centro Operacional Chincha Almacén,AGENTE SEGURIDAD 24 HRS L/D,3,CONTUGAS S.A.C.,Contugas Centro Operacional Chincha Almacén,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,23444_22082_95,23444,22082,95,2,J&V Resguardo S.A.C.,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SOCIEDAD ANONIMA,Almacén Nestor Gambetta,AGENTE SEGURIDAD 24 HRS L/D,2,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SOCIEDAD ANONIMA,Almacén Nestor Gambetta,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,73633_26376_41,73633,26376,41,1,J&V Resguardo S.A.C.,FARGOLINE SOCIEDAD ANONIMA - FARGOLINE S.A.,Fargoline Local Anexo 2 (Primax),AGENTE SEGURIDAD 12 HRS L/D DÍA,1,FARGOLINE SOCIEDAD ANONIMA - FARGOLINE S.A.,Fargoline Local Anexo 2 (Primax),AGENTE SEGURIDAD 12 HRS L/D DÍA,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,111212_21771_41,111212,21771,41,3,J&V Resguardo S.A.C.,H & M HENNES & MAURITZ S.A.C.,H & M Minka,AGENTE SEGURIDAD 12 HRS L/D DÍA,3,H & M HENNES & MAURITZ S.A.C.,H & M Minka,AGENTE SEGURIDAD 12 HRS L/D DÍA,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,15841_15841_48,15841,15841,48,1,J&V Resguardo S.A.C.,(en blanco),La Positiva Sede Arequipa San Francisco,AGENTE SEGURIDAD 12 HRS L/S DÍA,1,(en blanco),La Positiva Sede Arequipa San Francisco,AGENTE SEGURIDAD 12 HRS L/S DÍA,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,22875_22875_95,22875,22875,95,2,J&V Resguardo S.A.C.,(en blanco),Hacienda Sintuco Trujillo,AGENTE SEGURIDAD 24 HRS L/D,2,(en blanco),Hacienda Sintuco Trujillo,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
,,,0,,,,,,,,8795_3183_95,8795,3183,95,2,J&V Resguardo S.A.C.,ELECTRO DUNAS S.A.A.,SET Tacama,AGENTE SEGURIDAD 24 HRS L/D,2,ELECTRO DUNAS S.A.A.,SET Tacama,AGENTE SEGURIDAD 24 HRS L/D,,0.0,0,0,SOBRECARGA
