Compañía,Cliente,Unidad,Servicio,F. Inicio,Fecha Fin,Personal_Real,Personal_Estimado,Personal_Base,Factor_Promedio,Descanseros_Total,Cobertura_Total_Pct,Cobertura_Diferencial,Personal_Faltante,Personal_Sobrante,Eficiencia_Asignacion_Pct,Estado_Asignacion
J&V Resguardo S.A.C.,98454,25173,P51,2024-04-01,2099-12-31,7,2.0,2,0.0,0.0,350.0,5.0,0.0,5.0,28.57,SOBRECARGA
J&V Resguardo S.A.C.,70588,13233,882,2018-09-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,63394,2485,305,2025-02-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,152595,23370,41,2025-05-10,2025-05-10,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,68156,1878,106,2010-06-16,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,66944,7719,42,2020-07-02,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,75608,6683,42,2025-05-27,2025-05-27,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,104278,8788,151,2022-02-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,102591,8356,48,2024-04-11,2099-12-31,6,1.0,1,0.0,0.0,600.0,5.0,0.0,5.0,16.67,SOBRECARGA
J&V Resguardo S.A.C.,111548,13398,95,2018-09-21,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,144638,25152,971,2025-05-22,2099-12-31,0,1.5,1,0.5,0.5,,,0.0,0.0,0.0,NO_PLANIFICADO
Liderman Facilities S.A.C.,54553,26372,Q19,2025-01-01,2099-12-31,0,1.0,1,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,111548,26486,95,2025-03-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,113521,12678,885,2021-08-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,71146,2608,626,2019-08-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,169029,26550,95,2024-02-18,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,8330,23871,95,2025-02-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,24546,19346,95,2024-03-01,2099-12-31,15,2.33,2,0.16666666666666666,0.3333333333333333,643.78,12.67,0.0,12.67,15.53,SOBRECARGA
Liderman Servicios S.A.C.,163887,23476,F35,2023-07-01,2099-12-31,2,1.17,1,0.16666666666666666,0.16666666666666666,170.94,0.83,0.0,0.83,58.5,SOBRECARGA_LEVE
J&V Resguardo Selva S.A.C.,85170,19691,95,2021-03-01,2099-12-31,1,4.67,4,0.16666666666666666,0.6666666666666666,21.41,-3.67,3.67,0.0,100.0,FALTA
J&V Resguardo S.A.C.,61607,1332,937,2024-02-20,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,60776,26645,42,2025-05-06,2025-05-09,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,9463,17733,59,2021-07-17,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,111212,21774,23,2025-05-13,2025-05-13,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,62594,19575,Q40,2025-05-01,2099-12-31,1,1.5,1,0.5,0.5,66.67,-0.5,0.5,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,168941,24418,95,2023-12-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,22776,20026,95,2021-06-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,97938,17908,18,2022-05-06,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,59493,17672,18,2024-03-11,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,134103,15640,978,2022-06-01,2099-12-31,1,1.5,1,0.5,0.5,66.67,-0.5,0.5,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,63394,17435,519,2025-03-19,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,152598,21702,O58,2023-02-06,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,71436,14365,41,2025-05-13,2025-05-14,0,2.33,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,7006,16451,42,2022-10-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,71965,12906,165,2025-01-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,70948,25175,95,2023-07-13,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,156384,22958,305,2025-05-03,2025-05-03,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,119242,11748,080,2021-09-01,2099-12-31,0,1.15,1,0.15384615384615385,0.15384615384615385,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,11883,25082,29,2025-01-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,113623,10973,165,2017-05-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,70948,8415,95,2015-12-03,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,68514,25590,95,2024-06-24,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,56948,1478,42,2025-01-01,2099-12-31,4,4.67,4,0.16666666666666666,0.6666666666666666,85.65,-0.67,0.67,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,22888,379,535,2020-03-31,2099-12-31,1,2.33,2,0.16666666666666666,0.3333333333333333,42.92,-1.33,1.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,62594,20208,Q74,2025-05-01,2099-12-31,1,1.5,1,0.5,0.5,66.67,-0.5,0.5,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,117232,11010,16,2025-01-01,2099-12-31,117,180.83,155,0.16666666666666666,25.833333333333332,64.7,-63.83,63.83,0.0,100.0,FALTA
J&V Resguardo S.A.C.,58098,1872,95,2010-06-01,2099-12-31,4,4.67,4,0.16666666666666666,0.6666666666666666,85.65,-0.67,0.67,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,70588,13238,41,2024-04-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,64608,26444,41,2025-03-01,2099-12-31,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,24097,1759,48,2022-03-16,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,68590,26494,E94,2025-02-25,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,7196,928,D03,2024-01-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,102591,8355,16,2025-01-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,62803,21908,613,2022-07-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo Selva S.A.C.,23444,1733,080,2020-11-01,2099-12-31,0,1.15,1,0.15384615384615385,0.15384615384615385,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,24546,19349,G81,2020-11-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,106877,25745,351,2024-08-16,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,229191,26660,95,2025-04-01,2099-12-31,8,4.67,4,0.16666666666666666,0.6666666666666666,171.31,3.33,0.0,3.33,58.38,SOBRECARGA
J&V Resguardo S.A.C.,71965,12908,41,2025-01-01,2099-12-31,3,3.5,3,0.16666666666666666,0.5,85.71,-0.5,0.5,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,23418,22543,L35,2022-11-12,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,23649,19344,37,2020-11-01,2099-12-31,0,0.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,152595,23370,41,2025-05-21,2025-05-21,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,71436,9694,42,2020-04-27,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
Liderman Servicios S.A.C.,163912,23488,F36,2023-07-01,2025-05-15,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,82747,4105,95,2025-03-28,2099-12-31,9,2.33,2,0.16666666666666666,0.3333333333333333,386.27,6.67,0.0,6.67,25.89,SOBRECARGA
J&V Resguardo S.A.C.,86429,21441,932,2022-03-22,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,150569,21310,16,2022-02-03,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,99927,15272,100,2022-01-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,22888,372,535,2014-08-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,59493,13261,097,2018-08-11,2099-12-31,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,59493,17668,152,2016-08-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,63394,15973,519,2025-01-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,72263,3396,519,2024-10-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,71965,12909,165,2025-01-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,104198,8628,48,2023-11-01,2099-12-31,2,1.0,1,0.0,0.0,200.0,1.0,0.0,1.0,50.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,67379,1816,572,2015-06-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,82747,3373,95,2021-12-16,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,115337,12148,002,2018-05-06,2099-12-31,0,2.33,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,163392,26017,95,2024-08-21,2099-12-31,0,2.33,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,124672,17667,885,2021-08-01,2099-12-31,20,8.17,7,0.16666666666666666,1.1666666666666665,244.8,11.83,0.0,11.83,40.85,SOBRECARGA
J&V Resguardo S.A.C.,10864,847,156,2017-12-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,108413,9636,41,2025-01-01,2099-12-31,14,12.0,8,0.5,4.0,116.67,2.0,0.0,2.0,85.71,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,102591,8356,48,2024-03-01,2099-12-31,6,1.0,1,0.0,0.0,600.0,5.0,0.0,5.0,16.67,SOBRECARGA
J&V Resguardo S.A.C.,24546,7248,48,2022-05-01,2099-12-31,4,3.0,3,0.0,0.0,133.33,1.0,0.0,1.0,75.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,89419,23362,005,2025-04-01,2099-12-31,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
Liderman Facilities S.A.C.,212087,26622,Q75,2025-04-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,153916,26075,156,2025-01-07,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,62007,22189,95,2022-09-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,86429,22652,41,2025-05-20,2025-05-20,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,56913,19706,95,2021-03-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,153916,22807,48,2025-04-17,2099-12-31,2,1.0,1,0.0,0.0,200.0,1.0,0.0,1.0,50.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,71965,12907,165,2025-01-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,153916,26075,48,2025-01-07,2099-12-31,2,2.0,2,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
Liderman Servicios S.A.C.,112043,10046,F36,2023-07-01,2099-12-31,8,8.17,7,0.16666666666666666,1.1666666666666667,97.92,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,55024,21246,626,2021-12-09,2099-12-31,7,4.67,4,0.16666666666666666,0.6666666666666666,149.89,2.33,0.0,2.33,66.71,SOBRECARGA
J&V Resguardo S.A.C.,105587,8953,95,2023-05-02,2099-12-31,49,2.33,2,0.16666666666666666,0.3333333333333333,2103.0,46.67,0.0,46.67,4.76,SOBRECARGA
J&V Resguardo S.A.C.,169018,26018,95,2025-01-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,83736,26664,Q55,2025-04-01,2099-12-31,1,1.5,1,0.5,0.5,66.67,-0.5,0.5,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,104702,8860,95,2016-05-31,2099-12-31,4,2.33,2,0.16666666666666666,0.3333333333333333,171.67,1.67,0.0,1.67,58.25,SOBRECARGA_LEVE
Liderman Servicios S.A.C.,54550,23333,F35,2024-06-24,2099-12-31,3,1.17,1,0.16666666666666666,0.16666666666666666,256.41,1.83,0.0,1.83,39.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,126871,13531,95,2022-05-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
Liderman Servicios S.A.C.,163832,23480,N16,2023-07-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,87857,18965,394,2020-10-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,59493,17638,48,2023-01-09,2099-12-31,2,1.0,1,0.0,0.0,200.0,1.0,0.0,1.0,50.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,23973,2832,41,2011-11-01,2099-12-31,4,1.17,1,0.16666666666666666,0.16666666666666666,341.88,2.83,0.0,2.83,29.25,SOBRECARGA
J&V Resguardo S.A.C.,106877,25824,95,2024-08-27,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,23597,628,106,2003-04-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,8330,23841,42,2023-10-16,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,106877,25747,95,2024-08-28,2099-12-31,22,2.33,2,0.16666666666666666,0.3333333333333333,944.21,19.67,0.0,19.67,10.59,SOBRECARGA
J&V Resguardo S.A.C.,114371,25720,113,2024-08-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,24449,22425,41,2025-05-03,2025-05-03,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,111592,13266,95,2021-11-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,82747,3363,53,2022-12-01,2099-12-31,5,1.0,1,0.0,0.0,500.0,4.0,0.0,4.0,20.0,SOBRECARGA
J&V Resguardo S.A.C.,96577,24713,41,2025-05-01,2025-05-01,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,113623,10312,96,2025-01-01,2099-12-31,9,9.0,6,0.5,3.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,22888,1966,41,2021-03-01,2099-12-31,6,5.83,5,0.16666666666666666,0.8333333333333333,102.92,0.17,0.0,0.17,97.17,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,129902,14243,95,2022-05-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,129899,19490,42,2023-10-05,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,,4622,95,2013-12-01,2099-12-31,0,2.33,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,7006,21391,95,2022-02-08,2099-12-31,0,2.33,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,56951,12888,95,2018-05-01,2099-12-31,15,16.33,14,0.16666666666666666,2.333333333333333,91.86,-1.33,1.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,159033,24637,53,2024-02-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,106877,25746,41,2024-08-16,2099-12-31,3,1.17,1,0.16666666666666666,0.16666666666666666,256.41,1.83,0.0,1.83,39.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,86429,22652,95,2025-05-11,2025-05-11,0,2.33,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,89419,20269,C24,2025-04-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,55081,22668,24,2025-04-14,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
Liderman Servicios S.A.C.,112043,10043,L59,2023-07-01,2099-12-31,2,4.67,4,0.16666666666666666,0.6666666666666666,42.83,-2.67,2.67,0.0,100.0,FALTA
J&V Resguardo S.A.C.,68978,3291,Q11,2025-02-01,2099-12-31,1,1.0,1,0.16666666666666666,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,119803,26480,95,2025-03-17,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,63394,20416,N14,2023-11-24,2099-12-31,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,75608,2696,96,2015-06-01,2099-12-31,6,6.0,4,0.5,2.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,111643,23354,95,2024-08-22,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,7044,2638,P13,2022-09-09,2099-12-31,2,1.0,1,0.0,0.0,200.0,1.0,0.0,1.0,50.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,24097,144,95,2022-03-16,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,22888,378,95,2004-01-01,2099-12-31,6,2.33,2,0.16666666666666666,0.3333333333333333,257.51,3.67,0.0,3.67,38.83,SOBRECARGA
J&V Resguardo S.A.C.,61607,10233,41,2025-05-11,2025-05-11,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,23973,20339,48,2024-01-24,2099-12-31,2,1.0,1,0.0,0.0,200.0,1.0,0.0,1.0,50.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,104702,9377,95,2016-05-01,2099-12-31,5,4.67,4,0.16666666666666666,0.6666666666666666,107.07,0.33,0.0,0.33,93.4,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,64608,9754,95,2023-11-29,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,23001,26418,95,2025-03-01,2099-12-31,5,4.67,4,0.16666666666666666,0.6666666666666666,107.07,0.33,0.0,0.33,93.4,SOBRECARGA_LEVE
Liderman Servicios S.A.C.,112043,10046,N18,2023-07-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,151024,21396,41,2022-03-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,167730,23807,B69,2023-09-01,2099-12-31,3,1.0,1,0.0,0.0,300.0,2.0,0.0,2.0,33.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,82747,3370,95,2012-01-01,2099-12-31,8,7.0,6,0.16666666666666666,1.0,114.29,1.0,0.0,1.0,87.5,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,87857,18963,95,2022-10-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,79127,2952,Q80,2025-01-01,2099-12-31,0,0.0,19,0.5,9.5,0.0,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,143990,25055,95,2024-04-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,70314,26564,41,2025-04-15,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,23649,25788,95,2024-08-01,2099-12-31,4,4.67,4,0.16666666666666666,0.6666666666666666,85.65,-0.67,0.67,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,136081,16496,41,2024-11-29,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,64146,22011,95,2022-08-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,131380,23096,95,2023-04-30,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,62594,8910,Q71,2025-05-01,2099-12-31,0,1.5,1,0.5,0.5,,,0.0,0.0,0.0,NO_PLANIFICADO
