Cliente_Codigo;Unidad_Codigo;Servicio_Codigo;Personal_Real;Personal_Estimado;Diferencia;Cobertura_Pct;Estado;Es_Numerico;Longitud_Codigo
119263;11656;95;2;0;;0;SIN_DATOS;119263;6
161360;23048;95;5;0;;0;SIN_DATOS;161360;6
163601;23436;95;2;0;;0;SIN_DATOS;163601;6
131380;25679;26;1;0;;0;SIN_DATOS;131380;6
72749;26488;95;3;0;;0;SIN_DATOS;72749;5
168740;24387;80;1;0;;0;SIN_DATOS;168740;6
60776;25729;26;1;0;;0;SIN_DATOS;60776;5
56913;19703;95;2;0;;0;SIN_DATOS;56913;5
143727;19696;95;3;0;;0;SIN_DATOS;143727;6
56913;19701;95;2;0;;0;SIN_DATOS;56913;5
70314;26564;41;1;0;;0;SIN_DATOS;70314;5
154886;22159;53;1;0;;0;SIN_DATOS;154886;6
126663;13484;95;2;0;;0;SIN_DATOS;126663;6
72182;3593;48;1;0;;0;SIN_DATOS;72182;5
124172;13018;95;3;0;;0;SIN_DATOS;124172;6
110175;9666;53;1;0;;0;SIN_DATOS;110175;6
23514;94;20;2;0;;0;SIN_DATOS;23514;5
7242;17404;48;1;0;;0;SIN_DATOS;7242;4
7409;3420;48;5;0;;0;SIN_DATOS;7409;4
7242;22735;48;5;0;;0;SIN_DATOS;7242;4
23418;23391;95;1;0;;0;SIN_DATOS;23418;5
167344;23754;26;1;0;;0;SIN_DATOS;167344;6
108343;26580;95;3;0;;0;SIN_DATOS;108343;6
90912;5082;95;2;0;;0;SIN_DATOS;90912;5
23649;4268;95;2;0;;0;SIN_DATOS;23649;5
23444;26439;95;3;0;;0;SIN_DATOS;23444;5
82747;3373;95;2;0;;0;SIN_DATOS;82747;5
7034;14038;95;8;0;;0;SIN_DATOS;7034;4
56913;19699;95;3;0;;0;SIN_DATOS;56913;5
158598;22837;41;1;0;;0;SIN_DATOS;158598;6
55712;1018;80;1;0;;0;SIN_DATOS;55712;5
64990;2455;26;1;0;;0;SIN_DATOS;64990;5
70588;22610;25;1;0;;0;SIN_DATOS;70588;5
121077;12386;95;5;0;;0;SIN_DATOS;121077;6
133200;18909;95;2;0;;0;SIN_DATOS;133200;6
23444;93;42;4;0;;0;SIN_DATOS;23444;5
24549;9066;95;22;0;;0;SIN_DATOS;24549;5
141788;19304;42;1;0;;0;SIN_DATOS;141788;6
24549;26681;95;14;0;;0;SIN_DATOS;24549;5
93918;5074;95;3;0;;0;SIN_DATOS;93918;5
55712;2154;80;1;0;;0;SIN_DATOS;55712;5
75979;24631;95;3;0;;0;SIN_DATOS;75979;5
64608;1888;48;1;0;;0;SIN_DATOS;64608;5
59493;9567;41;1;0;;0;SIN_DATOS;59493;5
169018;26018;96;9;0;;0;SIN_DATOS;169018;6
8795;3177;95;2;0;;0;SIN_DATOS;8795;4
108413;9636;42;6;0;;0;SIN_DATOS;108413;6
70588;13236;25;1;0;;0;SIN_DATOS;70588;5
93918;5161;95;2;0;;0;SIN_DATOS;93918;5
62594;1406;95;2;0;;0;SIN_DATOS;62594;5
7139;23452;48;2;0;;0;SIN_DATOS;7139;4
93918;23985;96;3;0;;0;SIN_DATOS;93918;5
148080;20946;27;2;0;;0;SIN_DATOS;148080;6
59077;1510;95;2;0;;0;SIN_DATOS;59077;5
87857;18991;95;4;0;;0;SIN_DATOS;87857;5
8795;3182;95;3;0;;0;SIN_DATOS;8795;4
159033;24635;95;2;0;;0;SIN_DATOS;159033;6
22949;17490;95;2;0;;0;SIN_DATOS;22949;5
24097;141;41;1;0;;0;SIN_DATOS;24097;5
106658;11210;42;2;0;;0;SIN_DATOS;106658;6
9932;22874;95;2;0;;0;SIN_DATOS;9932;4
85170;19691;95;1;0;;0;SIN_DATOS;85170;5
77667;19001;95;3;0;;0;SIN_DATOS;77667;5
117452;11122;95;2;0;;0;SIN_DATOS;117452;6
81865;16129;41;3;0;;0;SIN_DATOS;81865;5
7242;17543;95;16;0;;0;SIN_DATOS;7242;4
71965;12906;95;12;0;;0;SIN_DATOS;71965;5
142710;19559;95;3;0;;0;SIN_DATOS;142710;6
70588;13233;95;3;0;;0;SIN_DATOS;70588;5
63449;3307;95;2;0;;0;SIN_DATOS;63449;5
7006;22813;95;1;0;;0;SIN_DATOS;7006;4
93918;5095;96;2;0;;0;SIN_DATOS;93918;5
139551;17864;95;2;0;;0;SIN_DATOS;139551;6
8330;23869;42;3;0;;0;SIN_DATOS;8330;4
156823;22913;95;3;0;;0;SIN_DATOS;156823;6
69917;7525;95;8;0;;0;SIN_DATOS;69917;5
23418;26354;42;4;0;;0;SIN_DATOS;23418;5
7409;7998;48;1;0;;0;SIN_DATOS;7409;4
56913;19728;95;8;0;;0;SIN_DATOS;56913;5
70588;2165;25;2;0;;0;SIN_DATOS;70588;5
96577;22370;53;1;0;;0;SIN_DATOS;96577;5
184837;24987;95;2;0;;0;SIN_DATOS;184837;6
68094;26705;95;3;0;;0;SIN_DATOS;68094;5
67142;3378;95;2;0;;0;SIN_DATOS;67142;5
63696;1546;95;3;0;;0;SIN_DATOS;63696;5
66944;7719;42;1;0;;0;SIN_DATOS;66944;5
129899;14230;95;2;0;;0;SIN_DATOS;129899;6
97938;17909;95;7;0;;0;SIN_DATOS;97938;5
113094;20913;95;6;0;;0;SIN_DATOS;113094;6
7139;21007;R08;1;0;;0;SIN_DATOS;7139;4
105587;8953;95;49;0;;0;SIN_DATOS;105587;6
23444;16134;98;2;0;;0;SIN_DATOS;23444;5
161360;23053;41;1;0;;0;SIN_DATOS;161360;6
131380;14708;95;2;0;;0;SIN_DATOS;131380;6
119803;26479;41;1;0;;0;SIN_DATOS;119803;6
71436;9697;95;12;0;;0;SIN_DATOS;71436;5
62722;22831;95;5;0;;0;SIN_DATOS;62722;5
24546;7248;42;1;0;;0;SIN_DATOS;24546;5
7044;13193;48;2;0;;0;SIN_DATOS;7044;4
70588;13426;95;5;0;;0;SIN_DATOS;70588;5
55080;22890;95;3;0;;0;SIN_DATOS;55080;5
148588;21037;95;2;0;;0;SIN_DATOS;148588;6
147442;20462;80;1;0;;0;SIN_DATOS;147442;6
153916;21921;48;2;0;;0;SIN_DATOS;153916;6
67142;19387;95;16;0;;0;SIN_DATOS;67142;5
98665;7863;53;2;0;;0;SIN_DATOS;98665;5
7409;6633;41;7;0;;0;SIN_DATOS;7409;4
98454;13411;53;1;0;;0;SIN_DATOS;98454;5
134103;26164;A03;1;0;;0;SIN_DATOS;134103;6
89419;20275;95;3;0;;0;SIN_DATOS;89419;5
72182;7825;48;1;0;;0;SIN_DATOS;72182;5
105650;8969;95;2;0;;0;SIN_DATOS;105650;6
66965;22931;95;6;0;;0;SIN_DATOS;66965;5
70588;13231;41;2;0;;0;SIN_DATOS;70588;5
56913;19705;95;3;0;;0;SIN_DATOS;56913;5
61262;14670;95;3;0;;0;SIN_DATOS;61262;5
7163;26700;95;2;0;;0;SIN_DATOS;7163;4
23444;473;95;2;0;;0;SIN_DATOS;23444;5
141493;19321;10;1;0;;0;SIN_DATOS;141493;6
59493;17653;95;2;0;;0;SIN_DATOS;59493;5
140176;17997;95;2;0;;0;SIN_DATOS;140176;6
7139;23448;99;1;0;;0;SIN_DATOS;7139;4
63394;15431;16;1;0;;0;SIN_DATOS;63394;5
119242;21094;80;1;0;;0;SIN_DATOS;119242;6
62007;26191;48;1;0;;0;SIN_DATOS;62007;5
82747;4124;95;3;0;;0;SIN_DATOS;82747;5
8330;23851;42;2;0;;0;SIN_DATOS;8330;4
96577;22370;95;2;0;;0;SIN_DATOS;96577;5
61262;14664;95;2;0;;0;SIN_DATOS;61262;5
56948;1466;41;4;0;;0;SIN_DATOS;56948;5
87857;18989;40;2;0;;0;SIN_DATOS;87857;5
64990;2151;26;1;0;;0;SIN_DATOS;64990;5
7409;8985;41;1;0;;0;SIN_DATOS;7409;4
133688;15419;95;2;0;;0;SIN_DATOS;133688;6
146309;26523;95;2;0;;0;SIN_DATOS;146309;6
22739;26261;48;2;0;;0;SIN_DATOS;22739;5
66944;7733;42;1;0;;0;SIN_DATOS;66944;5
108939;17971;95;1;0;;0;SIN_DATOS;108939;6
88625;20448;99;2;0;;0;SIN_DATOS;88625;5
141493;21459;95;3;0;;0;SIN_DATOS;141493;6
23649;106;82;1;0;;0;SIN_DATOS;23649;5
82747;3215;95;4;0;;0;SIN_DATOS;82747;5
67486;8162;95;3;0;;0;SIN_DATOS;67486;5
65770;20311;95;3;0;;0;SIN_DATOS;65770;5
24097;141;95;2;0;;0;SIN_DATOS;24097;5
113344;10252;95;3;0;;0;SIN_DATOS;113344;6
70948;11279;41;1;0;;0;SIN_DATOS;70948;5
75608;5421;41;1;0;;0;SIN_DATOS;75608;5
62015;24666;41;3;0;;0;SIN_DATOS;62015;5
56913;19706;95;2;0;;0;SIN_DATOS;56913;5
108939;17968;95;4;0;;0;SIN_DATOS;108939;6
56948;1470;42;5;0;;0;SIN_DATOS;56948;5
108559;20245;95;2;0;;0;SIN_DATOS;108559;6
75604;2603;95;4;0;;0;SIN_DATOS;75604;5
64990;21387;26;1;0;;0;SIN_DATOS;64990;5
146130;20198;42;1;0;;0;SIN_DATOS;146130;6
111643;18378;41;1;0;;0;SIN_DATOS;111643;6
7592;4994;16;25;0;;0;SIN_DATOS;7592;4
122009;12675;48;1;0;;0;SIN_DATOS;122009;6
90912;5065;95;2;0;;0;SIN_DATOS;90912;5
86107;8255;95;2;0;;0;SIN_DATOS;86107;5
23444;93;92;5;0;;0;SIN_DATOS;23444;5
77526;3052;95;5;0;;0;SIN_DATOS;77526;5
22801;23037;40;3;0;;0;SIN_DATOS;22801;5
56951;1348;59;1;0;;0;SIN_DATOS;56951;5
8330;23853;95;6;0;;0;SIN_DATOS;8330;4
71436;20350;95;5;0;;0;SIN_DATOS;71436;5
55081;8135;95;5;0;;0;SIN_DATOS;55081;5
59493;17666;95;2;0;;0;SIN_DATOS;59493;5
56948;4412;41;1;0;;0;SIN_DATOS;56948;5
56948;4412;42;1;0;;0;SIN_DATOS;56948;5
64432;2591;83;3;0;;0;SIN_DATOS;64432;5
59493;9522;97;1;0;;0;SIN_DATOS;59493;5
71436;9694;42;1;0;;0;SIN_DATOS;71436;5
63394;26222;41;1;0;;0;SIN_DATOS;63394;5
107998;17599;95;4;0;;0;SIN_DATOS;107998;6
82747;3367;41;1;0;;0;SIN_DATOS;82747;5
62594;21793;113;6;0;;0;SIN_DATOS;62594;5
140280;18075;95;2;0;;0;SIN_DATOS;140280;6
55081;25588;95;3;0;;0;SIN_DATOS;55081;5
187538;25091;18;1;0;;0;SIN_DATOS;187538;6
141495;18988;95;2;0;;0;SIN_DATOS;141495;6
112603;10236;95;2;0;;0;SIN_DATOS;112603;6
59493;13261;97;1;0;;0;SIN_DATOS;59493;5
90912;5051;96;3;0;;0;SIN_DATOS;90912;5
151024;21396;41;1;0;;0;SIN_DATOS;151024;6
56913;19704;95;2;0;;0;SIN_DATOS;56913;5
226859;26570;95;2;0;;0;SIN_DATOS;226859;6
156384;22494;27;2;0;;0;SIN_DATOS;156384;6
7242;17405;95;8;0;;0;SIN_DATOS;7242;4
111643;18382;41;2;0;;0;SIN_DATOS;111643;6
7592;5004;16;3;0;;0;SIN_DATOS;7592;4
23085;3684;95;3;0;;0;SIN_DATOS;23085;5
56913;19737;95;2;0;;0;SIN_DATOS;56913;5
134103;25667;95;3;0;;0;SIN_DATOS;134103;6
106658;11210;41;1;0;;0;SIN_DATOS;106658;6
72182;10834;95;2;0;;0;SIN_DATOS;72182;5
7093;23261;95;2;0;;0;SIN_DATOS;7093;4
143727;19696;41;4;0;;0;SIN_DATOS;143727;6
23085;3432;42;3;0;;0;SIN_DATOS;23085;5
8795;3178;95;2;0;;0;SIN_DATOS;8795;4
23444;93;95;10;0;;0;SIN_DATOS;23444;5
146310;20306;95;3;0;;0;SIN_DATOS;146310;6
107998;17598;95;2;0;;0;SIN_DATOS;107998;6
7139;23450;95;3;0;;0;SIN_DATOS;7139;4
59493;17658;41;1;0;;0;SIN_DATOS;59493;5
8330;23882;95;2;0;;0;SIN_DATOS;8330;4
93918;12867;95;3;0;;0;SIN_DATOS;93918;5
8330;23837;95;2;0;;0;SIN_DATOS;8330;4
113522;10717;95;2;0;;0;SIN_DATOS;113522;6
176426;26033;48;1;0;;0;SIN_DATOS;176426;6
72554;4882;95;2;0;;0;SIN_DATOS;72554;5
158229;23530;80;1;0;;0;SIN_DATOS;158229;6
7592;26643;16;4;0;;0;SIN_DATOS;7592;4
88625;20447;16;3;0;;0;SIN_DATOS;88625;5
75979;6553;95;3;0;;0;SIN_DATOS;75979;5
59493;9522;48;2;0;;0;SIN_DATOS;59493;5
108343;26178;41;1;0;;0;SIN_DATOS;108343;6
111643;18382;95;2;0;;0;SIN_DATOS;111643;6
22801;23034;95;2;0;;0;SIN_DATOS;22801;5
146310;20304;95;3;0;;0;SIN_DATOS;146310;6
12526;20144;95;22;0;;0;SIN_DATOS;12526;5
102591;8359;48;4;0;;0;SIN_DATOS;102591;6
128502;13981;95;6;0;;0;SIN_DATOS;128502;6
22801;23043;41;1;0;;0;SIN_DATOS;22801;5
89419;20265;41;1;0;;0;SIN_DATOS;89419;5
64990;4942;26;1;0;;0;SIN_DATOS;64990;5
8795;20931;95;3;0;;0;SIN_DATOS;8795;4
133200;15145;95;7;0;;0;SIN_DATOS;133200;6
72749;26461;95;2;0;;0;SIN_DATOS;72749;5
159033;24637;53;1;0;;0;SIN_DATOS;159033;6
59493;21752;48;1;0;;0;SIN_DATOS;59493;5
69471;2006;53;1;0;;0;SIN_DATOS;69471;5
106658;25054;42;2;0;;0;SIN_DATOS;106658;6
55712;1016;80;1;0;;0;SIN_DATOS;55712;5
89419;20273;95;3;0;;0;SIN_DATOS;89419;5
104702;9377;53;2;0;;0;SIN_DATOS;104702;6
15855;15855;53;1;0;;0;SIN_DATOS;15855;5
91662;4813;41;14;0;;0;SIN_DATOS;91662;5
147836;24649;41;1;0;;0;SIN_DATOS;147836;6
93918;5075;95;3;0;;0;SIN_DATOS;93918;5
59493;17645;48;1;0;;0;SIN_DATOS;59493;5
11883;25083;29;1;0;;0;SIN_DATOS;11883;5
198472;25708;42;5;0;;0;SIN_DATOS;198472;6
185827;25562;95;5;0;;0;SIN_DATOS;185827;6
120215;12476;26;1;0;;0;SIN_DATOS;120215;6
8330;23853;41;1;0;;0;SIN_DATOS;8330;4
102591;17874;42;1;0;;0;SIN_DATOS;102591;6
56948;1470;17;2;0;;0;SIN_DATOS;56948;5
71436;9696;95;5;0;;0;SIN_DATOS;71436;5
82747;3370;53;1;0;;0;SIN_DATOS;82747;5
64990;9589;26;1;0;;0;SIN_DATOS;64990;5
9463;22047;59;1;0;;0;SIN_DATOS;9463;4
158278;22809;95;2;0;;0;SIN_DATOS;158278;6
59493;17644;18;1;0;;0;SIN_DATOS;59493;5
136519;17169;95;3;0;;0;SIN_DATOS;136519;6
7139;23455;42;1;0;;0;SIN_DATOS;7139;4
85564;3250;95;6;0;;0;SIN_DATOS;85564;5
75979;6554;95;5;0;;0;SIN_DATOS;75979;5
64608;26440;95;2;0;;0;SIN_DATOS;64608;5
8330;23840;41;1;0;;0;SIN_DATOS;8330;4
22888;20001;95;3;0;;0;SIN_DATOS;22888;5
146310;20305;95;3;0;;0;SIN_DATOS;146310;6
15811;15811;796;1;0;;0;SIN_DATOS;15811;5
75604;2598;95;17;0;;0;SIN_DATOS;75604;5
90912;5050;96;4;0;;0;SIN_DATOS;90912;5
23649;4353;42;1;0;;0;SIN_DATOS;23649;5
23444;19342;42;2;0;;0;SIN_DATOS;23444;5
124672;13129;42;1;0;;0;SIN_DATOS;124672;6
66303;1751;95;7;0;;0;SIN_DATOS;66303;5
90476;7291;95;2;0;;0;SIN_DATOS;90476;5
67887;14111;42;1;0;;0;SIN_DATOS;67887;5
102591;8356;16;3;0;;0;SIN_DATOS;102591;6
75979;2739;95;3;0;;0;SIN_DATOS;75979;5
167344;26508;95;3;0;;0;SIN_DATOS;167344;6
7163;26699;95;2;0;;0;SIN_DATOS;7163;4
11883;25108;29;2;0;;0;SIN_DATOS;11883;5
93918;5073;96;2;0;;0;SIN_DATOS;93918;5
70588;22610;41;1;0;;0;SIN_DATOS;70588;5
111548;13225;95;6;0;;0;SIN_DATOS;111548;6
58113;3959;95;3;0;;0;SIN_DATOS;58113;5
106559;9049;41;1;0;;0;SIN_DATOS;106559;6
77667;18970;95;9;0;;0;SIN_DATOS;77667;5
8330;23857;41;2;0;;0;SIN_DATOS;8330;4
59493;17635;53;1;0;;0;SIN_DATOS;59493;5
111643;23354;95;2;0;;0;SIN_DATOS;111643;6
65770;20312;95;3;0;;0;SIN_DATOS;65770;5
64990;21014;26;1;0;;0;SIN_DATOS;64990;5
142378;19453;48;1;0;;0;SIN_DATOS;142378;6
126664;13485;42;1;0;;0;SIN_DATOS;126664;6
7006;16484;95;3;0;;0;SIN_DATOS;7006;4
7594;18005;95;5;0;;0;SIN_DATOS;7594;4
62544;21914;95;2;0;;0;SIN_DATOS;62544;5
90912;5069;95;3;0;;0;SIN_DATOS;90912;5
154867;22118;41;1;0;;0;SIN_DATOS;154867;6
90912;26583;42;1;0;;0;SIN_DATOS;90912;5
9463;21851;59;1;0;;0;SIN_DATOS;9463;4
9463;23994;59;1;0;;0;SIN_DATOS;9463;4
7196;8103;95;2;0;;0;SIN_DATOS;7196;4
7163;26693;95;1;0;;0;SIN_DATOS;7163;4
55081;7499;95;24;0;;0;SIN_DATOS;55081;5
7139;23448;95;6;0;;0;SIN_DATOS;7139;4
130578;14540;95;2;0;;0;SIN_DATOS;130578;6
22776;15131;95;2;0;;0;SIN_DATOS;22776;5
64608;9671;95;3;0;;0;SIN_DATOS;64608;5
59493;17656;18;3;0;;0;SIN_DATOS;59493;5
24535;722;95;23;0;;0;SIN_DATOS;24535;5
72182;2273;18;1;0;;0;SIN_DATOS;72182;5
24097;144;53;1;0;;0;SIN_DATOS;24097;5
114371;25720;95;4;0;;0;SIN_DATOS;114371;6
71965;12909;95;11;0;;0;SIN_DATOS;71965;5
102591;8358;26;2;0;;0;SIN_DATOS;102591;6
23085;15117;41;1;0;;0;SIN_DATOS;23085;5
22931;393;95;2;0;;0;SIN_DATOS;22931;5
24546;7248;21;2;0;;0;SIN_DATOS;24546;5
113723;10371;49;1;0;;0;SIN_DATOS;113723;6
22949;19941;95;3;0;;0;SIN_DATOS;22949;5
23001;26421;95;5;0;;0;SIN_DATOS;23001;5
7006;16480;42;1;0;;0;SIN_DATOS;7006;4
79127;3123;95;2;0;;0;SIN_DATOS;79127;5
82747;3212;95;5;0;;0;SIN_DATOS;82747;5
68514;20399;30;1;0;;0;SIN_DATOS;68514;5
101900;8232;95;2;0;;0;SIN_DATOS;101900;6
56951;26029;95;3;0;;0;SIN_DATOS;56951;5
64990;21316;26;1;0;;0;SIN_DATOS;64990;5
125905;14599;95;23;0;;0;SIN_DATOS;125905;6
161437;24628;95;2;0;;0;SIN_DATOS;161437;6
134403;17626;95;2;0;;0;SIN_DATOS;134403;6
133892;26574;95;4;0;;0;SIN_DATOS;133892;6
108939;17967;95;3;0;;0;SIN_DATOS;108939;6
70588;13240;41;1;0;;0;SIN_DATOS;70588;5
102591;17874;48;1;0;;0;SIN_DATOS;102591;6
72263;3396;41;6;0;;0;SIN_DATOS;72263;5
119242;20962;95;3;0;;0;SIN_DATOS;119242;6
89419;20276;95;2;0;;0;SIN_DATOS;89419;5
66303;1751;48;1;0;;0;SIN_DATOS;66303;5
102591;8357;16;2;0;;0;SIN_DATOS;102591;6
200142;25751;95;9;0;;0;SIN_DATOS;200142;6
82747;3208;95;5;0;;0;SIN_DATOS;82747;5
56951;12892;95;3;0;;0;SIN_DATOS;56951;5
59493;17655;95;2;0;;0;SIN_DATOS;59493;5
9463;22021;48;1;0;;0;SIN_DATOS;9463;4
55712;1264;42;1;0;;0;SIN_DATOS;55712;5
59077;4904;95;5;0;;0;SIN_DATOS;59077;5
130170;15043;53;1;0;;0;SIN_DATOS;130170;6
110440;26177;95;12;0;;0;SIN_DATOS;110440;6
89419;20272;5;1;0;;0;SIN_DATOS;89419;5
23514;94;97;1;0;;0;SIN_DATOS;23514;5
78929;22760;95;2;0;;0;SIN_DATOS;78929;5
93918;12866;95;2;0;;0;SIN_DATOS;93918;5
155450;22214;95;5;0;;0;SIN_DATOS;155450;6
24546;25785;95;7;0;;0;SIN_DATOS;24546;5
111643;18377;48;1;0;;0;SIN_DATOS;111643;6
19389;19389;165;2;0;;0;SIN_DATOS;19389;5
23001;26735;K64;1;0;;0;SIN_DATOS;23001;5
22742;15259;95;2;0;;0;SIN_DATOS;22742;5
24546;7248;95;4;0;;0;SIN_DATOS;24546;5
147609;20555;42;3;0;;0;SIN_DATOS;147609;6
108413;9636;95;4;0;;0;SIN_DATOS;108413;6
56913;19725;80;1;0;;0;SIN_DATOS;56913;5
176426;24668;95;4;0;;0;SIN_DATOS;176426;6
22888;380;95;4;0;;0;SIN_DATOS;22888;5
112332;11034;95;2;0;;0;SIN_DATOS;112332;6
76626;2781;95;5;0;;0;SIN_DATOS;76626;5
158229;23533;95;2;0;;0;SIN_DATOS;158229;6
105250;8933;69;1;0;;0;SIN_DATOS;105250;6
60457;1249;41;2;0;;0;SIN_DATOS;60457;5
23418;92;95;22;0;;0;SIN_DATOS;23418;5
23544;293;95;3;0;;0;SIN_DATOS;23544;5
90912;5102;95;2;0;;0;SIN_DATOS;90912;5
64608;26546;41;1;0;;0;SIN_DATOS;64608;5
7139;23454;42;1;0;;0;SIN_DATOS;7139;4
85536;20949;42;10;0;;0;SIN_DATOS;85536;5
56913;19710;95;2;0;;0;SIN_DATOS;56913;5
111643;18383;42;1;0;;0;SIN_DATOS;111643;6
24308;25861;41;1;0;;0;SIN_DATOS;24308;5
102591;8357;26;2;0;;0;SIN_DATOS;102591;6
135882;16365;95;2;0;;0;SIN_DATOS;135882;6
55024;21149;95;2;0;;0;SIN_DATOS;55024;5
79127;2952;96;63;0;;0;SIN_DATOS;79127;5
7242;26639;42;1;0;;0;SIN_DATOS;7242;4
90912;5094;95;4;0;;0;SIN_DATOS;90912;5
7006;16472;42;1;0;;0;SIN_DATOS;7006;4
223807;26483;95;2;0;;0;SIN_DATOS;223807;6
108201;9476;95;50;0;;0;SIN_DATOS;108201;6
111643;18401;95;3;0;;0;SIN_DATOS;111643;6
8626;25685;95;1;0;;0;SIN_DATOS;8626;4
119803;26481;41;1;0;;0;SIN_DATOS;119803;6
56948;1468;17;1;0;;0;SIN_DATOS;56948;5
111548;26298;95;4;0;;0;SIN_DATOS;111548;6
85652;25047;48;1;0;;0;SIN_DATOS;85652;5
136576;18244;42;1;0;;0;SIN_DATOS;136576;6
66965;22931;18;1;0;;0;SIN_DATOS;66965;5
7163;26695;95;2;0;;0;SIN_DATOS;7163;4
156619;22569;95;6;0;;0;SIN_DATOS;156619;6
22888;1966;41;6;0;;0;SIN_DATOS;22888;5
156383;22492;95;2;0;;0;SIN_DATOS;156383;6
23418;15942;92;8;0;;0;SIN_DATOS;23418;5
60776;25637;26;2;0;;0;SIN_DATOS;60776;5
9416;5185;48;1;0;;0;SIN_DATOS;9416;4
153921;21925;95;2;0;;0;SIN_DATOS;153921;6
107998;17596;95;2;0;;0;SIN_DATOS;107998;6
8626;25685;42;1;0;;0;SIN_DATOS;8626;4
103280;8555;95;2;0;;0;SIN_DATOS;103280;6
56948;26011;42;5;0;;0;SIN_DATOS;56948;5
55712;22870;42;3;0;;0;SIN_DATOS;55712;5
9604;8829;48;1;0;;0;SIN_DATOS;9604;4
75608;4851;98;1;0;;0;SIN_DATOS;75608;5
126664;13485;48;1;0;;0;SIN_DATOS;126664;6
11134;6655;95;3;0;;0;SIN_DATOS;11134;5
7592;4996;99;2;0;;0;SIN_DATOS;7592;4
65770;20315;95;3;0;;0;SIN_DATOS;65770;5
117138;25595;64;1;0;;0;SIN_DATOS;117138;6
23085;15109;95;4;0;;0;SIN_DATOS;23085;5
87857;20445;54;1;0;;0;SIN_DATOS;87857;5
106658;9371;41;1;0;;0;SIN_DATOS;106658;6
223108;26462;95;11;0;;0;SIN_DATOS;223108;6
88625;20447;99;2;0;;0;SIN_DATOS;88625;5
59493;9517;97;2;0;;0;SIN_DATOS;59493;5
161437;24628;42;1;0;;0;SIN_DATOS;161437;6
116220;26647;95;2;0;;0;SIN_DATOS;116220;6
141496;22322;95;2;0;;0;SIN_DATOS;141496;6
24097;144;48;2;0;;0;SIN_DATOS;24097;5
56913;19706;42;2;0;;0;SIN_DATOS;56913;5
165146;23620;95;3;0;;0;SIN_DATOS;165146;6
102591;8356;48;6;0;;0;SIN_DATOS;102591;6
70588;2165;95;5;0;;0;SIN_DATOS;70588;5
23085;18082;95;2;0;;0;SIN_DATOS;23085;5
82747;3363;53;5;0;;0;SIN_DATOS;82747;5
64608;9669;48;1;0;;0;SIN_DATOS;64608;5
112332;13455;95;2;0;;0;SIN_DATOS;112332;6
87857;26569;95;6;0;;0;SIN_DATOS;87857;5
63394;2488;16;2;0;;0;SIN_DATOS;63394;5
8601;22839;96;3;0;;0;SIN_DATOS;8601;4
77526;3051;41;2;0;;0;SIN_DATOS;77526;5
23251;25142;95;3;0;;0;SIN_DATOS;23251;5
64432;2592;99;6;0;;0;SIN_DATOS;64432;5
7308;14132;95;4;0;;0;SIN_DATOS;7308;4
97938;17907;41;1;0;;0;SIN_DATOS;97938;5
22739;3096;99;2;0;;0;SIN_DATOS;22739;5
70588;13229;41;5;0;;0;SIN_DATOS;70588;5
68590;20033;42;8;0;;0;SIN_DATOS;68590;5
61607;1332;27;1;0;;0;SIN_DATOS;61607;5
82747;3364;48;2;0;;0;SIN_DATOS;82747;5
102591;17874;41;1;0;;0;SIN_DATOS;102591;6
9463;17733;59;1;0;;0;SIN_DATOS;9463;4
7214;19104;95;1;0;;0;SIN_DATOS;7214;4
11883;25086;29;1;0;;0;SIN_DATOS;11883;5
23085;5009;95;2;0;;0;SIN_DATOS;23085;5
22888;378;95;6;0;;0;SIN_DATOS;22888;5
9492;9492;95;11;0;;0;SIN_DATOS;9492;4
93918;12224;95;2;0;;0;SIN_DATOS;93918;5
7139;26501;Q39;2;0;;0;SIN_DATOS;7139;4
75604;2598;41;2;0;;0;SIN_DATOS;75604;5
121436;12495;95;3;0;;0;SIN_DATOS;121436;6
8626;10232;42;1;0;;0;SIN_DATOS;8626;4
9708;9708;515;1;0;;0;SIN_DATOS;9708;4
7214;19098;95;2;0;;0;SIN_DATOS;7214;4
159033;24637;95;3;0;;0;SIN_DATOS;159033;6
132315;22568;95;3;0;;0;SIN_DATOS;132315;6
90912;5079;95;3;0;;0;SIN_DATOS;90912;5
64990;20100;26;1;0;;0;SIN_DATOS;64990;5
133200;15146;26;1;0;;0;SIN_DATOS;133200;6
7044;1073;48;1;0;;0;SIN_DATOS;7044;4
119242;21822;80;1;0;;0;SIN_DATOS;119242;6
133200;18915;95;2;0;;0;SIN_DATOS;133200;6
7594;16497;27;1;0;;0;SIN_DATOS;7594;4
11883;25062;29;1;0;;0;SIN_DATOS;11883;5
140448;18248;95;2;0;;0;SIN_DATOS;140448;6
7409;6633;48;7;0;;0;SIN_DATOS;7409;4
23085;2300;95;3;0;;0;SIN_DATOS;23085;5
68514;25590;95;2;0;;0;SIN_DATOS;68514;5
72555;7793;95;5;0;;0;SIN_DATOS;72555;5
22995;8054;80;2;0;;0;SIN_DATOS;22995;5
22801;23039;95;3;0;;0;SIN_DATOS;22801;5
81865;8593;95;7;0;;0;SIN_DATOS;81865;5
141493;19322;95;2;0;;0;SIN_DATOS;141493;6
15858;15858;156;1;0;;0;SIN_DATOS;15858;5
7139;23455;95;2;0;;0;SIN_DATOS;7139;4
75979;26509;42;1;0;;0;SIN_DATOS;75979;5
