COMPAÑÍA,COD CLIENTE,COD UNID,COD_SERV_JOIN,F. Inicio,Fecha Fin,Requeridos_sum,PersonalEstimado_sum,CLIENTE,UNIDAD,SERVICIO,Lider Zonal,Zona,macro zona,Personal Real,Deficit/Superavit,% Cobertura,% Cobertura Sobrante/Faltante,Estado
J&V Resguardo S.A.C.,119242,20962,95,2021-09-01,2099-12-31,2,3.0,ORAZUL ENERGY PERU S.A.,ORAZUL PLANTA CARHUAQUERO,AGENTE SEGURIDAD 24 HRS L/D,DARCY SAMILLAN,REGION CHICLAYO,REGION NORTE,3,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,7044,26456,124,2025-03-04,2025-05-01,1,1.0,RIMAC SEGUROS Y REASEGUROS,SERV. ADIC. PROTECCIÓN EJECUTIVA - TRUJILLO,RESGUARDO 12 HRS L/S DÍA,JORGE DELGADO,ZONA CR2,ZONA RESGUARDOS,0,,,,Déficit
J&V Resguardo S.A.C.,56913,19703,48,2021-12-27,2099-12-31,1,1.0,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,BACKUS CD VEGUETA,AGENTE SEGURIDAD 12 HRS L/S DÍA,JORGE ANTON,REGION HUACHO,REGION NORTE,1,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,105587,8953,107,2022-04-01,2099-12-31,2,2.0,UNIVERSIDAD DE LIMA,U. LIMA CAMPUS MONTERRICO SURCO,JEFE DE GRUPO 24 HRS L/S,HERNAN QUISPE,ZONA S6,ZONA SUR,2,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,161437,25709,42,2024-07-08,2099-12-31,1,1.1666666666666667,CONAFOVICER,CONAFOVICER SEDE HUANCAVELICA,AGENTE SEGURIDAD 12 HRS L/D NOCHE,RICHARD CONDO,REGION HUANCAVELICA,REGION CENTRO,1,-0.16666666666666674,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,56913,19728,42,2021-04-01,2099-12-31,1,1.1666666666666667,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,BACKUS CD NORTE,AGENTE SEGURIDAD 12 HRS L/D NOCHE,DANNY YATACO,ZONA N2,ZONA NORTE,1,-0.16666666666666674,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,69289,26668,106,2025-01-01,2099-12-31,4,6.0,MINSUR S. A.,UM SAN RAFAEL,JEFE DE GRUPO 24 HRS L/D,JUAN CARLOS LEON,REGION PUNO,REGION SUR,6,0.0,100.0,0.0,Completo
Liderman Servicios S.A.C.,144133,24486,L42,2023-12-18,2099-12-31,1,1.0,ONCOCENTER PERU S.A.C.,CLINICA ONCOSALUD AUNA GUARDIA CIVIL C/DRA 5 PARKING,CAJERO 08 HRS L/S DÍA,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY,1,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,113623,10973,165,2017-05-01,2099-12-31,2,2.3333333333333335,COMPANIA MINERA ARES S.A.C.,MINERA ARES OFICINA LIMA,SUPERVISOR SEGURIDAD 24 HRS L/D,GEORGE GARCIA,ZONA S1,ZONA SUR,3,0.6666666666666665,128.57142857142856,28.57142857142856,Excedente
J&V Resguardo S.A.C.,86429,21448,95,2022-03-22,2099-12-31,2,2.3333333333333335,GAS NATURAL DE LIMA Y CALLAO S.A.,CALIDDA CITY GATE POWER FENIX - CHILCA 1,AGENTE SEGURIDAD 24 HRS L/D,GILMER GARCIA,ZONA S5,ZONA SUR,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,99927,15273,95,2019-08-01,2099-12-31,2,2.3333333333333335,PACIFICO COMPAÑIA DE SEGUROS Y REASEGUROS,PACIFICO SEGUROS EDIFICIO CAMELIAS SAN ISIDRO,AGENTE SEGURIDAD 24 HRS L/D,WASHINGTON CHINININ,ZONA C6,ZONA CENTRO,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,111212,21770,41,2022-06-13,2099-12-31,1,1.1666666666666667,H & M HENNES & MAURITZ S.A.C.,H & M MALL AVENTURA CHICLAYO,AGENTE SEGURIDAD 12 HRS L/D DÍA,DARCY SAMILLAN,REGION CHICLAYO,REGION NORTE,3,1.8333333333333333,257.1428571428571,157.1428571428571,Excedente
J&V Resguardo S.A.C.,70588,13230,025,2024-11-01,2099-12-31,3,3.5,REAL PLAZA S.R.L.,REAL PLAZA CUSCO,AGENTE SEGURIDAD ESPECIAL 12 HRS L/D (DÍA),JOSE CANAL BACA,REGION CUZCO,REGION SUR,4,0.5,114.28571428571428,14.28571428571428,Excedente
J&V Resguardo S.A.C.,99378,7764,48,2022-04-01,2099-12-31,1,1.0,PATRIMONIO EN FIDEICOMISO - EDIFICIO PARDO Y ALIAG,EDIFICIO PARDO Y ALIAGA PISO 1,AGENTE SEGURIDAD 12 HRS L/S DÍA,WASHINGTON CHINININ,ZONA C6,ZONA CENTRO,1,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,9416,26457,944,2025-04-28,2099-12-31,1,1.0,URBANIZADORA JARDIN S A,PASEO BEGONIAS FLEX II,AGENTE SEGURIDAD 10:30 HRS L/V  DIA,WASHINGTON CHINININ,ZONA C6,ZONA CENTRO,1,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,102591,8356,026,2025-03-24,2099-12-31,2,2.0,UNIVERSIDAD PRIVADA DEL NORTE SAC,UPN SEDE CENTRO BREÑA,AGENTE SEGURIDAD ESPECIAL 12 HRS L/S (DÍA),JORGE VILCHEZ,ZONA C9,ZONA CENTRO,0,,,,Déficit
J&V Resguardo S.A.C.,56951,12888,B34,2018-05-01,2099-12-31,2,2.3333333333333335,EMPRESA SIDERURGICA DEL PERU S.A.A.,SIDER PLANTA CHIMBOTE (TAREO),INSPECTOR ADJUNTO 24 HRS L/D,MIGUEL ROMERO,REGION CHIMBOTE,REGION NORTE,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,119803,21145,95,2025-03-17,2099-12-31,4,4.666666666666667,DP WORLD CALLAO S.R.L.,DPW CALLAO PUERTO ACCESOS,AGENTE SEGURIDAD 24 HRS L/D,JUAN MAYHUIRE,ZONA N7,ZONA NORTE,6,1.333333333333333,128.57142857142856,28.57142857142856,Excedente
J&V Resguardo S.A.C.,23649,106,48,2014-10-01,2099-12-31,4,4.0,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,PLANTA HUACHIPA,AGENTE SEGURIDAD 12 HRS L/S DÍA,ANDERSON GUTARA,ZONA C1,ZONA CENTRO,4,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,7044,2643,48,2018-04-01,2099-12-31,1,1.0,RIMAC SEGUROS Y REASEGUROS,RIMAC OFICINA AREQUIPA,AGENTE SEGURIDAD 12 HRS L/S DÍA,PERCY PEREZ,REGION AREQUIPA,REGION SUR,1,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,71965,12906,41,2025-01-01,2099-12-31,3,3.5,AEROPUERTOS ANDINOS DEL PERU S.A.,AAP AEROPUERTO JULIACA,AGENTE SEGURIDAD 12 HRS L/D DÍA,JUAN CARLOS LEON,REGION PUNO,REGION SUR,3,-0.5,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,111212,21769,305,2025-01-01,2099-12-31,1,1.1666666666666667,H & M HENNES & MAURITZ S.A.C.,H & M MALL AVENTURA SANTA ANITA,AGENTE SEGURIDAD 10 HRS L/D (DIA),ESTEBAN CANDELA,ZONA C2,ZONA CENTRO,3,1.8333333333333333,257.1428571428571,157.1428571428571,Excedente
J&V Resguardo S.A.C.,144638,25979,066,2024-09-16,2099-12-31,1,1.5,MINERA BARRICK PERU S.A.,MINERA BARRICK EXPLORACIONES,CONDUCTOR SEGURIDAD 12 HRS L/D (DÍA),GINO GONZALES,REGION HUARAZ,REGION NORTE,0,,,,Déficit
J&V Resguardo S.A.C.,102591,8357,41,2024-03-01,2099-12-31,2,2.3333333333333335,UNIVERSIDAD PRIVADA DEL NORTE SAC,UPN SEDE EL MOLINO TRUJILLO,AGENTE SEGURIDAD 12 HRS L/D DÍA,JAN INGA,REGION TRUJILLO,REGION NORTE,3,0.6666666666666665,128.57142857142856,28.57142857142856,Excedente
J&V Resguardo S.A.C.,8795,3182,95,2012-06-16,2099-12-31,2,2.3333333333333335,ELECTRO DUNAS S.A.A.,SET ALTO LUNA,AGENTE SEGURIDAD 24 HRS L/D,LUIS MELO,REGION ICA,REGION SUR,3,0.6666666666666665,128.57142857142856,28.57142857142856,Excedente
J&V Resguardo S.A.C.,7409,6633,41,2024-02-01,2099-12-31,6,7.0,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.,UPC CAMPUS SAN MIGUEL,AGENTE SEGURIDAD 12 HRS L/D DÍA,JORGE VILCHEZ,ZONA C9,ZONA CENTRO,8,1.0,114.28571428571428,14.28571428571428,Excedente
J&V Resguardo S.A.C.,85762,21651,K25,2022-05-01,2099-12-31,2,2.0,GSP SERVICIOS GENERALES S.A.C.,AUNA TORRE PANAMÁ SAN ISIDRO,AGENTE PREVENCIÓN 12 HRS L/S DÍA,LUIS FAJARDO,ZONA C7,ZONA CENTRO,2,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,105587,25656,O88,2025-02-10,2099-12-31,1,1.0,UNIVERSIDAD DE LIMA,U. LIMA CONDUCTOR RECTORADO,CONDUCTOR 12 HRS L/V [DÍA],JORGE DELGADO,ZONA CR2,ZONA RESGUARDOS,1,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,146309,20298,42,2023-01-16,2099-12-31,1,1.4,ENEL GENERACION PIURA S.A.,ENEL GENER. PIURA TANQUE EXTERNO,AGENTE SEGURIDAD 12 HRS L/D NOCHE,DARWIN BALLADARES,REGION TUMBES,REGION NORTE,1,-0.3999999999999999,71.42857142857143,-28.57142857142857,Déficit
J&V Resguardo S.A.C.,106877,25746,41,2024-10-16,2099-12-31,1,1.1666666666666667,UNIVERSIDAD CONTINENTAL SOCIEDAD ANONIMA CERRADA,U. CONT. CAMPUS CUSCO,AGENTE SEGURIDAD 12 HRS L/D DÍA,JOSE CANAL BACA,REGION CUZCO,REGION SUR,5,3.833333333333333,428.57142857142856,328.57142857142856,Excedente
J&V Resguardo S.A.C.,22742,15259,95,2024-05-01,2099-12-31,2,2.3333333333333335,AGRIBRANDS PURINA PERU S.A. EN LIQUIDACION,CARGILL PLANTA LIMA,AGENTE SEGURIDAD 24 HRS L/D,WALTER MONTIEL,ZONA N3,ZONA NORTE,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,143212,19631,392,2021-02-01,2099-12-31,2,3.0,COMPAÑIA MINERA SANTA LUISA S.A.,MINERA SANTA LUISA HUANZALA,SUPERVISOR OPERATIVO 24 HRS L/D,GINO GONZALES,REGION HUARAZ,REGION NORTE,3,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,23001,26417,95,2025-03-01,2099-12-31,4,4.666666666666667,SOLGAS S.A.,SOLGAS PLANTA AREQUIPA,AGENTE SEGURIDAD 24 HRS L/D,PERCY PEREZ,REGION AREQUIPA,REGION SUR,5,0.33333333333333304,107.14285714285714,7.14285714285714,Excedente
J&V Resguardo S.A.C.,119242,21094,080,2023-04-03,2099-12-31,1,1.1538461538461537,ORAZUL ENERGY PERU S.A.,SERV. ADIC. ORAZUL CDP RESERVORIO SAN DIEGO 2,GUARDIAN 24 HRS L/D,GINO GONZALES,REGION HUARAZ,REGION NORTE,1,-0.15384615384615374,86.66666666666667,-13.33333333333333,Déficit
J&V Resguardo S.A.C.,113623,10311,K00,2023-09-01,2099-12-31,4,6.0,COMPANIA MINERA ARES S.A.C.,MINA INMACULADA,AGENTE DE SEGURIDAD SOCAVON 24 HRS L/D,PERCY PEREZ,REGION AREQUIPA,REGION SUR,4,-2.0,66.66666666666666,-33.333333333333336,Déficit
J&V Resguardo S.A.C.,7139,24646,J00,2025-05-16,2025-05-31,1,1.0,BANCO DE CREDITO DEL PERU,SERV. ADIC. BCP ANTIMARCA VICTOR LARCO TRUJILLO,AGENTE ANTIMARCA 09:30 L/V + 04:30 SÁB DÍA,JAN INGA,REGION TRUJILLO,REGION NORTE,1,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,7006,20057,95,2024-11-14,2099-12-31,2,2.3333333333333335,REPSOL COMERCIAL SAC,SERV. ADIC. REPSOL CHORRILLOS,AGENTE SEGURIDAD 24 HRS L/D,WILMAR SALAS,ZONA S4,ZONA SUR,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,93918,5161,95,2014-06-01,2099-12-31,2,2.3333333333333335,CONSORCIO TRANSMANTARO S.A.,CTM SE CARABAYLLO,AGENTE SEGURIDAD 24 HRS L/D,DANNY YATACO,ZONA N2,ZONA NORTE,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,157518,22761,K64,2023-01-01,2099-12-31,1,1.1666666666666667,SERVICIOS E INVERSIONES FENPER S.A.,DORMESON ROYAL PLAZA INDEPENDENCIA,AGENTE SEGURIDAD 12 HRS L/D TARDE,WALTER MONTIEL,ZONA N3,ZONA NORTE,2,0.8333333333333333,171.42857142857142,71.42857142857142,Excedente
J&V Resguardo S.A.C.,54554,607,113,2022-05-01,2099-12-31,2,2.3333333333333335,PROFUTURO AFP,PROFUTURO SEDE PRINCIPAL,OPERADOR CENTRO CONTROL 24 HRS L/D,WASHINGTON CHINININ,ZONA C6,ZONA CENTRO,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,67486,25717,95,2024-08-01,2099-12-31,2,3.0,STATKRAFT PERU S.A.,STATKRAFT CH CHEVES,AGENTE SEGURIDAD 24 HRS L/D,JORGE ANTON,REGION HUACHO,REGION NORTE,3,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,63696,1546,95,2009-06-20,2099-12-31,2,2.3333333333333335,REYMOSA S.A.,PASAJE MATERIALES N°630,AGENTE SEGURIDAD 24 HRS L/D,ALEJANDRO RIVAS,ZONA N8,ZONA NORTE,3,0.6666666666666665,128.57142857142856,28.57142857142856,Excedente
J&V Resguardo S.A.C.,8386,13959,48,2021-03-08,2099-12-31,3,3.0,A W FABER CASTELL PERUANA S A,FABER CASTELL LOCAL ATE,AGENTE SEGURIDAD 12 HRS L/S DÍA,ESTEBAN CANDELA,ZONA C2,ZONA CENTRO,4,1.0,133.33333333333331,33.33333333333333,Excedente
J&V Resguardo S.A.C.,93918,12498,95,2017-12-01,2099-12-31,4,4.666666666666667,CONSORCIO TRANSMANTARO S.A.,CTM SE YARABAMBA AREQUIPA,AGENTE SEGURIDAD 24 HRS L/D,PERCY PEREZ,REGION AREQUIPA,REGION SUR,5,0.33333333333333304,107.14285714285714,7.14285714285714,Excedente
J&V Resguardo S.A.C.,161437,24628,42,2024-06-14,2099-12-31,1,1.1666666666666667,CONAFOVICER,CONAFOVICER SEDE ATE,AGENTE SEGURIDAD 12 HRS L/D NOCHE,ANDERSON GUTARA,ZONA C1,ZONA CENTRO,1,-0.16666666666666674,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,8795,20393,95,2021-07-26,2099-12-31,2,2.3333333333333335,ELECTRO DUNAS S.A.A.,ALMACÉN LUREN,AGENTE SEGURIDAD 24 HRS L/D,LUIS MELO,REGION ICA,REGION SUR,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,63556,19433,080,2020-12-01,2099-12-31,1,1.1538461538461537,INSTITUTO PERUANO DE ACCION EMPRESARIAL,IPAE SEDE PUENTE PIEDRA,GUARDIAN 24 HRS L/D,MARINO BURGA,ZONA RG2,ZONA RESIDENCIAS,1,-0.15384615384615374,86.66666666666667,-13.33333333333333,Déficit
J&V Resguardo S.A.C.,146309,20296,95,2025-01-01,2099-12-31,6,8.4,ENEL GENERACION PIURA S.A.,ENEL GENER. PIURA CENTRAL TÉRMICA MALACAS,AGENTE SEGURIDAD 24 HRS L/D,DARWIN BALLADARES,REGION TUMBES,REGION NORTE,9,0.5999999999999996,107.14285714285714,7.14285714285714,Excedente
J&V Resguardo S.A.C.,137596,20421,42,2021-08-01,2099-12-31,2,2.3333333333333335,GRUPO CREDITO S.A.,RESGUARDO RESIDENCIA ROMERO LRB,AGENTE SEGURIDAD 12 HRS L/D NOCHE,JORGE DELGADO,ZONA CR2,ZONA RESGUARDOS,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,96415,7209,42,2022-05-01,2099-12-31,1,1.1666666666666667,POLIMETALES S.A.C.,POLIMETALES LOCAL ARGENTINA 2787,AGENTE SEGURIDAD 12 HRS L/D NOCHE,ALEJANDRO RIVAS,ZONA N8,ZONA NORTE,2,0.8333333333333333,171.42857142857142,71.42857142857142,Excedente
J&V Resguardo S.A.C.,8330,23974,42,2023-10-16,2099-12-31,1,1.5,SAN FERNANDO S.A.,SAN FERNANDO GRANJA HUARMEY,AGENTE SEGURIDAD 12 HRS L/D NOCHE,MIGUEL ROMERO,REGION CHIMBOTE,REGION NORTE,2,0.5,133.33333333333331,33.33333333333333,Excedente
Liderman Servicios S.A.C.,54550,25944,F36,2024-09-16,2099-12-31,2,2.3333333333333335,HIPERMERCADOS TOTTUS S.A.,TOTTUS CRILLÓN LIMA PARKING,AGENTE PARKING 08 HRS L/D DÍA,ANDRES ALALUNA,ZONA PARKING Y DELIVERY,ZONA PARKING Y DELIVERY,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,75598,2579,95,2020-03-20,2099-12-31,2,2.3333333333333335,"CENTRO PERUANO DE AUDICION, LENGUAJE Y APRENDIZAJE",CPAL COLEGIO ANTARES SURCO,AGENTE SEGURIDAD 24 HRS L/D,GABRIEL HERNANDEZ,ZONA S3,ZONA SUR,3,0.6666666666666665,128.57142857142856,28.57142857142856,Excedente
J&V Resguardo S.A.C.,78042,24789,532,2025-05-02,2025-05-02,1,1.1666666666666667,APM TERMINALS CALLAO SOCIEDAD ANONIMA,SERV. ADIC. APM IQBF,CONTROLADOR DE RIESGO 12 HRS L/D DÍA,BRADDI CUEVA,ZONA N6,ZONA NORTE,0,,,,Déficit
J&V Resguardo S.A.C.,66944,22419,41,2025-05-01,2025-05-01,1,1.1666666666666667,GESTION DE SERVICIOS AMBIENTALES S.A.C.,SERV. ADIC. DISAL PISCO,AGENTE SEGURIDAD 12 HRS L/D DÍA,LUIS MELO,REGION ICA,REGION SUR,0,,,,Déficit
J&V Resguardo S.A.C.,133200,15151,95,2019-07-10,2099-12-31,2,2.3333333333333335,LINDE PERU S.R.L.,PRAXAIR HUANCAYO,AGENTE SEGURIDAD 24 HRS L/D,RICHARD CONDO,REGION JUNIN,REGION CENTRO,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,75979,6554,95,2022-05-01,2099-12-31,4,4.666666666666667,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,PLANTA VARIANTE UCHUMAYO,AGENTE SEGURIDAD 24 HRS L/D,PERCY PEREZ,REGION AREQUIPA,REGION SUR,5,0.33333333333333304,107.14285714285714,7.14285714285714,Excedente
J&V Resguardo S.A.C.,75608,5421,42,2025-05-26,2025-05-29,2,2.3333333333333335,TECNOLOGICA DE ALIMENTOS S.A.,SERV. ADIC. TASA FLOTA CALLAO,AGENTE SEGURIDAD 12 HRS L/D NOCHE,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE,0,,,,Déficit
J&V Resguardo S.A.C.,77526,3051,41,2020-02-17,2099-12-31,1,1.1666666666666667,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,CMBV ALMACÉN CAMPOY,AGENTE SEGURIDAD 12 HRS L/D DÍA,RONNIE SIMON,ZONA C5,ZONA CENTRO,2,0.8333333333333333,171.42857142857142,71.42857142857142,Excedente
J&V Resguardo S.A.C.,102591,17874,15,2025-01-01,2099-12-31,0,0.16666666666666666,UNIVERSIDAD PRIVADA DEL NORTE SAC,UPN SEDE SUR CHORRILLOS,AGENTE SEGURIDAD 08 HRS DOMINGOS DÍA,WILMAR SALAS,ZONA S4,ZONA SUR,1,0.8333333333333334,600.0,500.0,Excedente
J&V Resguardo S.A.C.,7044,2637,48,2014-04-15,2099-12-31,1,1.0,RIMAC SEGUROS Y REASEGUROS,RIMAC OFICINA WILSON,AGENTE SEGURIDAD 12 HRS L/S DÍA,RONNIE SIMON,ZONA C5,ZONA CENTRO,2,1.0,200.0,100.0,Excedente
J&V Resguardo S.A.C.,24449,246,028,2015-02-01,2099-12-31,2,2.3333333333333335,TOYOTA DEL PERU S A,TOYOTA DIVISIÓN DE VEHICULOS,AGENTE SEGURIDAD ESPECIAL 24 HRS L/D,LUIS TENORIO,ZONA N4,ZONA NORTE,3,0.6666666666666665,128.57142857142856,28.57142857142856,Excedente
Liderman Servicios S.A.C.,54550,23331,F36,2023-06-01,2099-12-31,2,2.3333333333333335,HIPERMERCADOS TOTTUS S.A.,TOTTUS SEDE SAN LUIS PARKING,AGENTE PARKING 08 HRS L/D DÍA,ANDRES ALALUNA,ZONA PD2,ZONA PARKING Y DELIVERY,1,-1.3333333333333335,42.857142857142854,-57.14285714285714,Déficit
J&V Resguardo S.A.C.,147836,20920,41,2023-10-05,2099-12-31,1,1.1666666666666667,COCORICO S A,COCORICO GRANJA LUCHIHUASI,AGENTE SEGURIDAD 12 HRS L/D DÍA,JORGE ANTON,REGION HUACHO,REGION NORTE,2,0.8333333333333333,171.42857142857142,71.42857142857142,Excedente
J&V Resguardo S.A.C.,146768,20384,41,2021-11-15,2099-12-31,1,1.1666666666666667,ATTKO S.A.C.,HOTEL PULLMAN MIRAFLORES,AGENTE SEGURIDAD 12 HRS L/D DÍA,JHOMAR MONTENEGRO,ZONA C10,ZONA CENTRO,1,-0.16666666666666674,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,8795,1000,53,2019-03-01,2099-12-31,1,1.0,ELECTRO DUNAS S.A.A.,SEDE PISCO,AGENTE SEGURIDAD 12 HRS L/V (DÍA),LUIS MELO,REGION ICA,REGION SUR,1,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,133892,26574,95,2025-01-27,2099-12-31,2,2.3333333333333335,D.C.R. MINERIA Y CONSTRUCCION S.A.C.,DCR ALMACÉN  PUERTA 3,AGENTE SEGURIDAD 24 HRS L/D,PERCY PEREZ,REGION AREQUIPA,REGION SUR,4,1.6666666666666665,171.42857142857142,71.42857142857142,Excedente
J&V Resguardo S.A.C.,22995,728,95,1997-04-01,2099-12-31,4,4.666666666666667,RACIONALIZACION EMPRESARIAL SA,PLANTA HUACHIPA,AGENTE SEGURIDAD 24 HRS L/D,ANDERSON GUTARA,ZONA C1,ZONA CENTRO,7,2.333333333333333,150.0,50.0,Excedente
J&V Resguardo S.A.C.,90912,26344,080,2025-01-10,2099-12-31,1,2.0,RED DE ENERGIA DEL PERU SA,TERRENO VIRU,GUARDIAN 24 HRS L/D,JAN INGA,REGION TRUJILLO,REGION NORTE,1,-1.0,50.0,-50.0,Déficit
J&V Resguardo S.A.C.,156384,22958,305,2025-05-01,2025-05-01,1,1.1666666666666667,REFAX PERÚ S.A.,SERV. ADIC. REFAX SEDE PUNTA HERMOSA,AGENTE SEGURIDAD 10 HRS L/D (DIA),GILMER GARCIA,ZONA S5,ZONA SUR,0,,,,Déficit
J&V Resguardo S.A.C.,56913,19728,95,2021-03-01,2099-12-31,4,4.666666666666667,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,BACKUS CD NORTE,AGENTE SEGURIDAD 24 HRS L/D,DANNY YATACO,ZONA N2,ZONA NORTE,8,3.333333333333333,171.42857142857142,71.42857142857142,Excedente
Liderman Servicios S.A.C.,108939,20925,I92,2021-09-01,2099-12-31,1,1.0,LIDERMAN SERVICIOS S.A.C.,CONDUCTOR PARKING (TAREO),AGENTE CONDUCTOR 08 HRS L/S DÍA,ANDRES ALALUNA,ZONA PARKING Y DELIVERY,ZONA PARKING Y DELIVERY,1,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,77526,3051,95,2011-11-23,2099-12-31,4,4.666666666666667,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,CMBV ALMACÉN CAMPOY,AGENTE SEGURIDAD 24 HRS L/D,RONNIE SIMON,ZONA C5,ZONA CENTRO,5,0.33333333333333304,107.14285714285714,7.14285714285714,Excedente
J&V Resguardo S.A.C.,128416,13949,95,2019-02-01,2099-12-31,6,7.0,PROCIBARIS S.A.C.,PUCP BALNEARIO SANTA MARIA (TAREO),AGENTE SEGURIDAD 24 HRS L/D,GILMER GARCIA,ZONA S5,ZONA SUR,8,1.0,114.28571428571428,14.28571428571428,Excedente
J&V Resguardo S.A.C.,106688,9133,95,2016-05-13,2099-12-31,2,2.3333333333333335,MATHIESEN PERU S.A.C.,MATHIESEN LOCAL SAN LUIS,AGENTE SEGURIDAD 24 HRS L/D,WILFREDO NEIRA,ZONA C4,ZONA CENTRO,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,114371,25720,113,2024-08-01,2099-12-31,2,2.3333333333333335,NUESTRA SENORA DEL SAGRADO CORAZON,CLINICA STELLA MARIS PUEBLO LIBRE,OPERADOR CENTRO CONTROL 24 HRS L/D,JOSE ESCALANTE,ZONA C11,ZONA CENTRO,3,0.6666666666666665,128.57142857142856,28.57142857142856,Excedente
J&V Resguardo S.A.C.,125009,14129,156,2024-06-26,2099-12-31,1,1.0,COUNTRY CLUB DE VILLA,COUNTRY CLUB DE VILLA CHORRILLOS (TAREO),SUPERVISOR SEGURIDAD 12 HRS L/S (DIA),WILMAR SALAS,ZONA S4,ZONA SUR,0,,,,Déficit
Liderman Servicios S.A.C.,163891,23478,F36,2023-07-01,2099-12-31,1,1.1666666666666667,INMOBILIARIA BOTAFOGO S.A.C.,CC MEGA PLAZA CHINCHA,AGENTE PARKING 08 HRS L/D DÍA,PERCY CONDE,ZONA PD3,ZONA PARKING Y DELIVERY,2,0.8333333333333333,171.42857142857142,71.42857142857142,Excedente
J&V Resguardo S.A.C.,137596,20421,885,2025-01-01,2099-12-31,5,5.833333333333333,GRUPO CREDITO S.A.,RESGUARDO RESIDENCIA ROMERO LRB,RESGUARDO 15 HRS L/D (DÍA),JORGE DELGADO,ZONA CR2,ZONA RESGUARDOS,7,1.166666666666667,120.0,19.999999999999996,Excedente
J&V Resguardo S.A.C.,70588,2165,42,2024-10-22,2099-12-31,1,1.1666666666666667,REAL PLAZA S.R.L.,REAL PLAZA PIURA,AGENTE SEGURIDAD 12 HRS L/D NOCHE,JUAN CRUZ,REGION PIURA,REGION NORTE,0,,,,Déficit
J&V Resguardo S.A.C.,62544,25660,95,2024-07-01,2099-12-31,2,2.3333333333333335,FARMINDUSTRIA S.A.,FARMINDUSTRIA TERRENO BALDIO LURÍN,AGENTE SEGURIDAD 24 HRS L/D,HERNAN QUISPE,ZONA S6,ZONA SUR,3,0.6666666666666665,128.57142857142856,28.57142857142856,Excedente
J&V Resguardo S.A.C.,132040,15003,95,2020-10-21,2099-12-31,2,2.3333333333333335,NOATUM LOGISTICS PERU INC. S.R.L.,NOATUM LOGISTICS MOQUEGUA,AGENTE SEGURIDAD 24 HRS L/D,BERARDO ROMERO,REGION MOQUEGUA,REGION SUR,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
