Cliente_Final,COD UNID,Servicio_Limpio,Personal_Real,Compañía_PA,Nombre_Cliente_PA,Nombre_Unidad_PA,Nombre_Servicio_PA,Clave_Mezclado,Cliente_Final_right,Unidad_Str,Servicio_Limpio_right,Personal_Estimado,Compañía_SV,Nombre_Cliente_SV,Nombre_Unidad_SV,Nombre_Servicio_SV,Zona_SV,Macrozona_SV,Diferencia,Cobertura_Pct,Estado
161437,25709.0,42,1,J&V Resguardo S.A.C.,CONAFOVICER,Conafovicer Sede Huancavelica,AGENTE SEGURIDAD 12 HRS L/D NOCHE,161437_25709_42,161437,25709,42,1.1666666666666667,J&V Resguardo S.A.C.,CONAFOVICER,Conafovicer Sede Huancavelica,AGENTE SEGURIDAD 12 HRS L/D NOCHE,REGION HUANCAVELICA,REGION CENTRO,-0.17,85.71,FALTA
59221,17440.0,99,1,J&V Resguardo S.A.C.,LUCKY S.A.C.,Lucky Local Miraflores 2,AGENTE SEGURIDAD 24 HRS L/S,59221_17440_99,59221,17440,99,2.0,J&V Resguardo S.A.C.,LUCKY S.A.C.,Lucky Local Miraflores 2,AGENTE SEGURIDAD 24 HRS L/S,ZONA C10,ZONA CENTRO,-1.0,50.0,FALTA
77527,2865.0,95,3,J&V Resguardo S.A.C.,INMOBILIARIA ELENA S.A.C.,Terreno Ate,AGENTE SEGURIDAD 24 HRS L/D,77527_2865_95,77527,2865,95,2.3333333333333335,J&V Resguardo S.A.C.,INMOBILIARIA ELENA S.A.C.,Terreno Ate,AGENTE SEGURIDAD 24 HRS L/D,ZONA C3,ZONA CENTRO,0.67,128.57,SOBRECARGA
55024,21170.0,765,1,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW Logistics Argentina Operaciones,COORDINADOR GENERAL 12 HRS L/S (DÍA),55024_21170_765,55024,21170,765,1.0,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW Logistics Argentina Operaciones,COORDINADOR GENERAL 12 HRS L/S (DÍA),ZONA N7,ZONA NORTE,0.0,100.0,EXACTO
106658,25054.0,42,2,J&V Resguardo S.A.C.,FUNERARIA JARDINES S.A - FUNJAR,Funjar Terreno Ves (ex bigote),AGENTE SEGURIDAD 12 HRS L/D NOCHE,106658_25054_42,106658,25054,42,1.1666666666666667,J&V Resguardo S.A.C.,FUNERARIA JARDINES S.A - FUNJAR,Funjar Terreno Ves (ex bigote),AGENTE SEGURIDAD 12 HRS L/D NOCHE,ZONA S2,ZONA SUR,0.83,171.43,SOBRECARGA
136519,17170.0,95,3,J&V Resguardo S.A.C.,INDUSTRIAS FIBRAFORTE S A,Fibraforte Planta Cercado de Lima,AGENTE SEGURIDAD 24 HRS L/D,136519_17170_95,136519,17170,95,2.3333333333333335,J&V Resguardo S.A.C.,INDUSTRIAS FIBRAFORTE S A,Fibraforte Planta Cercado de Lima,AGENTE SEGURIDAD 24 HRS L/D,ZONA C5,ZONA CENTRO,0.67,128.57,SOBRECARGA
81865,24445.0,69,1,J&V Resguardo S.A.C.,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,Sanna Obra Proceres SJL,AGENTE SEGURIDAD 13 HRS L/S (DÍA),81865_24445_69,81865,24445,69,1.0,J&V Resguardo S.A.C.,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,Sanna Obra Proceres SJL,AGENTE SEGURIDAD 13 HRS L/S (DÍA),ZONA C5,ZONA CENTRO,0.0,100.0,EXACTO
181453,24611.0,D49,1,J&V Resguardo S.A.C.,GOTHIA CONSULTORES SOCIEDAD ANONIMA CERRADA - GOTHIA CONSULTORES,Gothia Consultores Sede San Isidro,AGENTE SEGURIDAD 09 HRS L/D (TARDE),181453_24611_D49,181453,24611,D49,1.1666666666666667,J&V Resguardo S.A.C.,GOTHIA CONSULTORES SOCIEDAD ANONIMA CERRADA - GOTH,Gothia Consultores Sede San Isidro,AGENTE SEGURIDAD 09 HRS L/D (TARDE),ZONA C7,ZONA CENTRO,-0.17,85.71,FALTA
59077,4112.0,95,2,J&V Resguardo S.A.C.,CLINICA INTERNACIONAL S A,Clínica Intl. Oficinas San Borja,AGENTE SEGURIDAD 24 HRS L/D,59077_4112_95,59077,4112,95,2.3333333333333335,J&V Resguardo S.A.C.,CLINICA INTERNACIONAL S A,Clínica Intl. Oficinas San Borja,AGENTE SEGURIDAD 24 HRS L/D,ZONA S1,ZONA SUR,-0.33,85.71,FALTA
64608,25010.0,95,2,J&V Resguardo S.A.C.,DIVECENTER S.A.C.,Divemotor Local Macropolis Lurín,AGENTE SEGURIDAD 24 HRS L/D,64608_25010_95,64608,25010,95,2.3333333333333335,J&V Resguardo S.A.C.,DIVECENTER S.A.C.,Divemotor Local Macropolis Lurín,AGENTE SEGURIDAD 24 HRS L/D,ZONA S7,ZONA SUR,-0.33,85.71,FALTA
7006,25580.0,Q91,1,J&V Resguardo S.A.C.,REPSOL COMERCIAL SAC,Serv. Adic. Repsol Camaná ES Genova,AGENTE SEGURIDAD 08 HRS NOCHE MIER/DOM,7006_25580_Q91,7006,25580,Q91,1.1666666666666667,J&V Resguardo S.A.C.,REPSOL COMERCIAL SAC,Serv. Adic. Repsol Camaná ES Genova,AGENTE SEGURIDAD 08 HRS NOCHE MIER/DOM,REGION AREQUIPA,REGION SUR,-0.17,85.71,FALTA
81865,16129.0,41,3,J&V Resguardo S.A.C.,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,Sanna Clínica Belén,AGENTE SEGURIDAD 12 HRS L/D DÍA,81865_16129_41,81865,16129,41,3.5,J&V Resguardo S.A.C.,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,Sanna Clínica Belén,AGENTE SEGURIDAD 12 HRS L/D DÍA,REGION PIURA,REGION NORTE,-0.5,85.71,FALTA
94445,26054.0,95,2,J&V Resguardo S.A.C.,COBRA PERU S.A,S.E. Pariñas Piura,AGENTE SEGURIDAD 24 HRS L/D,94445_26054_95,94445,26054,95,2.3333333333333335,J&V Resguardo S.A.C.,COBRA PERU S.A,S.E. Pariñas Piura,AGENTE SEGURIDAD 24 HRS L/D,REGION TUMBES,REGION NORTE,-0.33,85.71,FALTA
130578,14540.0,95,2,J&V Resguardo S.A.C.,BADINOTTI PERU S.A.,Badinotti Planta Ventanilla,AGENTE SEGURIDAD 24 HRS L/D,130578_14540_95,130578,14540,95,2.3333333333333335,J&V Resguardo S.A.C.,BADINOTTI PERU S.A.,Badinotti Planta Ventanilla,AGENTE SEGURIDAD 24 HRS L/D,ZONA N2,ZONA NORTE,-0.33,85.71,FALTA
141641,19029.0,48,1,J&V Resguardo S.A.C.,CBC MARKET S.A.C.,CBC Sala de Ventas Real Plaza Piura,AGENTE SEGURIDAD 12 HRS L/S DÍA,141641_19029_48,141641,19029,48,1.0,J&V Resguardo S.A.C.,CBC MARKET S.A.C.,CBC Sala de Ventas Real Plaza Piura,AGENTE SEGURIDAD 12 HRS L/S DÍA,REGION PIURA,REGION NORTE,0.0,100.0,EXACTO
,,,0,,,,,111212_21794_23,111212,21794,23,1.1666666666666667,J&V Resguardo S.A.C.,H & M HENNES & MAURITZ S.A.C.,Serv. Adic. H & M Real Plaza Puruchuco,AGENTE SEGURIDAD 09 HRS L/D NOCHE,ZONA RT1,ZONA RETAIL,,,INDETERMINADO
85652,1694.0,95,2,J&V Resguardo S.A.C.,SERVICIOS GENERALES INMOBILIARIOS NUEVO MUNDO S.A.C,Edificio CEM II Jorge Chavez,AGENTE SEGURIDAD 24 HRS L/D,85652_1694_95,85652,1694,95,2.3333333333333335,J&V Resguardo S.A.C.,SERVICIOS GENERALES INMOBILIARIOS NUEVO MUNDO S.A.,Edificio CEM II Jorge Chavez,AGENTE SEGURIDAD 24 HRS L/D,ZONA C10,ZONA CENTRO,-0.33,85.71,FALTA
125905,14599.0,95,23,J&V Resguardo S.A.C.,ASOCIACION DE PROPIETARIOS DE INMUEBLES DEL LITORAL SUR - APRILS,Aprils Condominio Asia,AGENTE SEGURIDAD 24 HRS L/D,125905_14599_95,125905,14599,95,21.0,J&V Resguardo S.A.C.,ASOCIACION DE PROPIETARIOS DE INMUEBLES DEL LITORA,Aprils Condominio Asia,AGENTE SEGURIDAD 24 HRS L/D,ZONA S5,ZONA SUR,2.0,109.52,SOBRECARGA
22739,10416.0,345,7,J&V Resguardo S.A.C.,ADMINISTRACION INMOBILIARIA SOCIEDAD ANONIMA CERRADA,Binswanger Edificio Fibra San Isidro,AGENTE SEGURIDAD 24 HRS L/D (3 TURNOS),22739_10416_345,22739,10416,345,7.0,J&V Resguardo S.A.C.,ADMINISTRACION INMOBILIARIA SOCIEDAD ANONIMA CERRA,Binswanger Edificio Fibra San Isidro,AGENTE SEGURIDAD 24 HRS L/D (3 TURNOS),ZONA C7,ZONA CENTRO,0.0,100.0,EXACTO
77526,3052.0,156,1,J&V Resguardo S.A.C.,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,CMBV Edificio La Victoria Oficinas,SUPERVISOR SEGURIDAD 12 HRS L/S (DIA),77526_3052_156,77526,3052,156,1.0,J&V Resguardo S.A.C.,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,CMBV Edificio La Victoria Oficinas,SUPERVISOR SEGURIDAD 12 HRS L/S (DIA),ZONA C4,ZONA CENTRO,0.0,100.0,EXACTO
129902,14243.0,95,2,J&V Resguardo S.A.C.,COSMOPLAS PERU S.A.C.,Cosmoplas Ate,AGENTE SEGURIDAD 24 HRS L/D,129902_14243_95,129902,14243,95,2.3333333333333335,J&V Resguardo S.A.C.,COSMOPLAS PERU S.A.C.,Cosmoplas Ate,AGENTE SEGURIDAD 24 HRS L/D,ZONA C2,ZONA CENTRO,-0.33,85.71,FALTA
23093,13670.0,53,1,J&V Resguardo S.A.C.,ABBOTT LABORATORIOS SA,Abbott Lab. Piso 6 San Isidro,AGENTE SEGURIDAD 12 HRS L/V (DÍA),23093_13670_53,23093,13670,53,1.0,J&V Resguardo S.A.C.,ABBOTT LABORATORIOS SA,Abbott Lab. Piso 6 San Isidro,AGENTE SEGURIDAD 12 HRS L/V (DÍA),ZONA C6,ZONA CENTRO,0.0,100.0,EXACTO
110175,9666.0,53,1,J&V Resguardo S.A.C.,LABORATORIOS LANSIER S.A.C.,Lansier Local Breña,AGENTE SEGURIDAD 12 HRS L/V (DÍA),110175_9666_53,110175,9666,53,1.0,J&V Resguardo S.A.C.,LABORATORIOS LANSIER S.A.C.,Lansier Local Breña,AGENTE SEGURIDAD 12 HRS L/V (DÍA),ZONA C9,ZONA CENTRO,0.0,100.0,EXACTO
23186,10.0,95,3,J&V Resguardo S.A.C.,ASCENSORES SCHINDLER DEL PERU S A,Ascensores Schindler Local Surquillo,AGENTE SEGURIDAD 24 HRS L/D,23186_10_95,23186,10,95,2.3333333333333335,J&V Resguardo S.A.C.,ASCENSORES SCHINDLER DEL PERU S A,Ascensores Schindler Local Surquillo,AGENTE SEGURIDAD 24 HRS L/D,ZONA S3,ZONA SUR,0.67,128.57,SOBRECARGA
147836,20920.0,42,2,J&V Resguardo S.A.C.,COCORICO S A,Cocorico Granja Luchihuasi,AGENTE SEGURIDAD 12 HRS L/D NOCHE,147836_20920_42,147836,20920,42,2.3333333333333335,J&V Resguardo S.A.C.,COCORICO S A,Cocorico Granja Luchihuasi,AGENTE SEGURIDAD 12 HRS L/D NOCHE,REGION HUACHO,REGION NORTE,-0.33,85.71,FALTA
7783,25563.0,P18,2,J&V Resguardo S.A.C.,MEDLOG PERU S.A.,Medlog Almacén Nestor Gambetta Callao,AGENTE PATRIMONIAL 24 HRS L/S,7783_25563_P18,7783,25563,P18,2.0,J&V Resguardo S.A.C.,MEDLOG PERU S.A.,Medlog Almacén Nestor Gambetta Callao,AGENTE PATRIMONIAL 24 HRS L/S,ZONA N9,ZONA NORTE,0.0,100.0,EXACTO
140176,24706.0,95,2,J&V Resguardo S.A.C.,AMBIPAR ENVIRONMENT PERU SOCIEDAD ANONIMA CERRADA - AMBIPAR ENVIR,Ambipar Planta Giri VES,AGENTE SEGURIDAD 24 HRS L/D,140176_24706_95,140176,24706,95,2.3333333333333335,J&V Resguardo S.A.C.,AMBIPAR ENVIRONMENT PERU SOCIEDAD ANONIMA CERRADA,Ambipar Planta Giri VES,AGENTE SEGURIDAD 24 HRS L/D,ZONA S2,ZONA SUR,-0.33,85.71,FALTA
7592,4994.0,F91,4,J&V Resguardo S.A.C.,COMPAÑIA MINERA ANTAMINA S.A.,Antamina Huarmey,OPERADOR BILINGÜE CENTRO CONTROL 08 HRS L/D DÍA,7592_4994_F91,7592,4994,F91,4.5,J&V Resguardo S.A.C.,COMPAÑIA MINERA ANTAMINA S.A.,Antamina Huarmey,OPERADOR BILINGÜE CENTRO CONTROL 08 HRS L/D DÍA,REGION HUARAZ,REGION NORTE,-0.5,88.89,FALTA
7139,23452.0,48,2,J&V Resguardo S.A.C.,BANCO DE CREDITO DEL PERU,BCP Sede San Pedro Lima,AGENTE SEGURIDAD 12 HRS L/S DÍA,7139_23452_48,7139,23452,48,2.0,J&V Resguardo S.A.C.,BANCO DE CREDITO DEL PERU,BCP Sede San Pedro Lima,AGENTE SEGURIDAD 12 HRS L/S DÍA,ZONA C4,ZONA CENTRO,0.0,100.0,EXACTO
8626,10232.0,41,2,J&V Resguardo S.A.C.,ADMINISTRACION DE EMPRESAS S.A.C.,AESA Proyecto Regina Minera Sillustani,AGENTE SEGURIDAD 12 HRS L/D DÍA,8626_10232_41,8626,10232,41,1.5,J&V Resguardo S.A.C.,ADMINISTRACION DE EMPRESAS S.A.C.,AESA Proyecto Regina Minera Sillustani,AGENTE SEGURIDAD 12 HRS L/D DÍA,REGION PUNO,REGION SUR,0.5,133.33,SOBRECARGA
71436,17633.0,113,5,J&V Resguardo S.A.C.,ALICORP SAA,Alicorp Predio Argentina CCTV,OPERADOR CENTRO CONTROL 24 HRS L/D,71436_17633_113,71436,17633,113,4.666666666666667,J&V Resguardo S.A.C.,ALICORP SAA,Alicorp Predio Argentina CCTV,OPERADOR CENTRO CONTROL 24 HRS L/D,ZONA N1,ZONA NORTE,0.33,107.14,SOBRECARGA
11883,25083.0,29,1,J&V Resguardo S.A.C.,BANCO INTERAMERICANO DE FINANZAS,Banbif Oficina Huancayo,AGENTE SEGURIDAD 11 HRS L/S (DÍA),11883_25083_29,11883,25083,29,1.0,J&V Resguardo S.A.C.,BANCO INTERAMERICANO DE FINANZAS,Banbif Oficina Huancayo,AGENTE SEGURIDAD 11 HRS L/S (DÍA),REGION JUNIN,REGION CENTRO,0.0,100.0,EXACTO
55026,931.0,554,1,J&V Resguardo S.A.C.,CORPORACION DE INDUSTRIAS PLASTICAS S A,Cipsa Almacén Principal Ate,AGENTE SEGURIDAD ESPECIAL 12 HRS L/D,55026_931_554,55026,931,554,1.1666666666666667,J&V Resguardo S.A.C.,CORPORACION DE INDUSTRIAS PLASTICAS S A,Cipsa Almacén Principal Ate,AGENTE SEGURIDAD ESPECIAL 12 HRS L/D,ZONA C2,ZONA CENTRO,-0.17,85.71,FALTA
103280,8554.0,95,2,J&V Resguardo S.A.C.,CROSLAND OPERACIONES S.A.C.,Crosland Local Ancon,AGENTE SEGURIDAD 24 HRS L/D,103280_8554_95,103280,8554,95,2.3333333333333335,J&V Resguardo S.A.C.,CROSLAND OPERACIONES S.A.C.,Crosland Local Ancon,AGENTE SEGURIDAD 24 HRS L/D,ZONA N2,ZONA NORTE,-0.33,85.71,FALTA
148588,21037.0,95,2,J&V Resguardo S.A.C.,MASTERBREAD S.A.,Planta Sayon Ate,AGENTE SEGURIDAD 24 HRS L/D,148588_21037_95,148588,21037,95,2.3333333333333335,J&V Resguardo S.A.C.,MASTERBREAD S.A.,Planta Sayon Ate,AGENTE SEGURIDAD 24 HRS L/D,ZONA C4,ZONA CENTRO,-0.33,85.71,FALTA
77667,7703.0,48,1,J&V Resguardo S.A.C.,PESQUERA DIAMANTE S.A.,Serv. Adic. Pesquera Diamante Flota Callao,AGENTE SEGURIDAD 12 HRS L/S DÍA,77667_7703_48,77667,7703,48,1.0,J&V Resguardo S.A.C.,PESQUERA DIAMANTE S.A.,Serv. Adic. Pesquera Diamante Flota Callao,AGENTE SEGURIDAD 12 HRS L/S DÍA,ZONA N6,ZONA NORTE,0.0,100.0,EXACTO
72263,15676.0,337,2,J&V Resguardo S.A.C.,INVERSIONES SAN BORJA S A,Torre 1 y 2 San Borja Recepción,AGENTE RECEPCIONISTA 08 HRS L/V (DIA),72263_15676_337,72263,15676,337,2.0,J&V Resguardo S.A.C.,INVERSIONES SAN BORJA S A,Torre 1 y 2 San Borja Recepción,AGENTE RECEPCIONISTA 08 HRS L/V (DIA),ZONA RT1,ZONA RETAIL,0.0,100.0,EXACTO
70588,13230.0,95,9,J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,Real Plaza Cusco,AGENTE SEGURIDAD 24 HRS L/D,70588_13230_95,70588,13230,95,9.333333333333334,J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,Real Plaza Cusco,AGENTE SEGURIDAD 24 HRS L/D,REGION CUZCO,REGION SUR,-0.33,96.43,FALTA
9416,15684.0,10,1,J&V Resguardo S.A.C.,URBANIZADORA JARDIN S A,Centro Comercial Paso 28 de Julio Recepción,AGENTE RECEPCIONISTA 12 HRS L/V (DÍA),9416_15684_10,9416,15684,10,1.0,J&V Resguardo S.A.C.,URBANIZADORA JARDIN S A,Centro Comercial Paso 28 de Julio Recepción,AGENTE RECEPCIONISTA 12 HRS L/V (DÍA),ZONA C12,ZONA CENTRO,0.0,100.0,EXACTO
123598,26519.0,95,3,J&V Resguardo S.A.C.,MANTENIMIENTO Y SUPERVISION S.A.,Myssa Local Campamento Atocongo,AGENTE SEGURIDAD 24 HRS L/D,123598_26519_95,123598,26519,95,2.3333333333333335,J&V Resguardo S.A.C.,MANTENIMIENTO Y SUPERVISION S.A.,Myssa Local Campamento Atocongo,AGENTE SEGURIDAD 24 HRS L/D,ZONA S2,ZONA SUR,0.67,128.57,SOBRECARGA
7242,17543.0,41,2,J&V Resguardo S.A.C.,TRANSPORTES CRUZ DEL SUR S.A.C.,Cruz del Sur Javier Prado,AGENTE SEGURIDAD 12 HRS L/D DÍA,7242_17543_41,7242,17543,41,2.3333333333333335,J&V Resguardo S.A.C.,TRANSPORTES CRUZ DEL SUR S.A.C.,Cruz del Sur Javier Prado,AGENTE SEGURIDAD 12 HRS L/D DÍA,ZONA C4,ZONA CENTRO,-0.33,85.71,FALTA
,,,0,,,,,9463_26003_16,9463,26003,16,1.1666666666666667,J&V Resguardo S.A.C.,BANCO INTERNACIONAL DEL PERU-INTERBANK,Serv. Adic. Tienda 353 MM Vea Chosica,AGENTE SEGURIDAD 08 HRS L/D DÍA,ZONA C8,ZONA CENTRO,,,INDETERMINADO
23085,3432.0,42,3,J&V Resguardo S.A.C.,YURA S.A.,Planta Yura Arequipa,AGENTE SEGURIDAD 12 HRS L/D NOCHE,23085_3432_42,23085,3432,42,2.3333333333333335,J&V Resguardo S.A.C.,YURA S.A.,Planta Yura Arequipa,AGENTE SEGURIDAD 12 HRS L/D NOCHE,REGION AREQUIPA,REGION SUR,0.67,128.57,SOBRECARGA
7592,10950.0,F97,9,J&V Resguardo S.A.C.,COMPAÑIA MINERA ANTAMINA S.A.,Antamina Adicional Ichi Colla 2,GUARDIAN ESTACION DE VALVULAS Y PRESION 08 HRS L/D DÍA,7592_10950_F97,7592,10950,F97,21.0,J&V Resguardo S.A.C.,COMPAÑIA MINERA ANTAMINA S.A.,Antamina Adicional Ichi Colla 2,GUARDIAN ESTACION DE VALVULAS Y PRESION 08 HRS L/D DÍA,REGION HUARAZ,REGION NORTE,-12.0,42.86,FALTA
112043,10708.0,M59,1,Liderman Servicios S.A.C.,MALL PLAZA PERÚ S.A.,Mall Plaza Sede Arequipa Cayma,SUPERVISOR PARKING 08 HRS L/D TARDE,112043_10708_M59,112043,10708,M59,1.1666666666666667,Liderman Servicios S.A.C.,MALL PLAZA PERÚ S.A.,Mall Plaza Sede Arequipa Cayma,SUPERVISOR PARKING 08 HRS L/D TARDE,ZONA PD5,ZONA PARKING Y DELIVERY,-0.17,85.71,FALTA
102591,17874.0,42,1,J&V Resguardo S.A.C.,UNIVERSIDAD PRIVADA DEL NORTE SAC,UPN Sede Sur Chorrillos,AGENTE SEGURIDAD 12 HRS L/D NOCHE,102591_17874_42,102591,17874,42,1.1666666666666667,J&V Resguardo S.A.C.,UNIVERSIDAD PRIVADA DEL NORTE SAC,UPN Sede Sur Chorrillos,AGENTE SEGURIDAD 12 HRS L/D NOCHE,ZONA S4,ZONA SUR,-0.17,85.71,FALTA
82747,3363.0,41,2,J&V Resguardo S.A.C.,FERREYROS SOCIEDAD ANÓNIMA,Av. Industrial 675,AGENTE SEGURIDAD 12 HRS L/D DÍA,82747_3363_41,82747,3363,41,2.3333333333333335,J&V Resguardo S.A.C.,FERREYROS SOCIEDAD ANÓNIMA,Av. Industrial 675,AGENTE SEGURIDAD 12 HRS L/D DÍA,ZONA RT3,ZONA RETAIL,-0.33,85.71,FALTA
24539,22873.0,48,4,J&V Resguardo S.A.C.,HERSIL S.A.C. LABORATORIOS INDUSTRIALES FARMACEUTICOS,Hersil Los Frutales,AGENTE SEGURIDAD 12 HRS L/S DÍA,24539_22873_48,24539,22873,48,2.0,J&V Resguardo S.A.C.,HERSIL S.A.C. LABORATORIOS INDUSTRIALES FARMACEUTI,Hersil Los Frutales,AGENTE SEGURIDAD 12 HRS L/S DÍA,ZONA C2,ZONA CENTRO,2.0,200.0,SOBRECARGA
134403,15736.0,95,5,J&V Resguardo S.A.C.,INTRADEVCO INDUSTRIAL S.A.,Intradevco Planta Chorrillos,AGENTE SEGURIDAD 24 HRS L/D,134403_15736_95,134403,15736,95,4.666666666666667,J&V Resguardo S.A.C.,INTRADEVCO INDUSTRIAL S.A.,Intradevco Planta Chorrillos,AGENTE SEGURIDAD 24 HRS L/D,ZONA S4,ZONA SUR,0.33,107.14,SOBRECARGA
8795,3176.0,95,2,J&V Resguardo S.A.C.,ELECTRO DUNAS S.A.A.,SET Tambo Mora,AGENTE SEGURIDAD 24 HRS L/D,8795_3176_95,8795,3176,95,2.3333333333333335,J&V Resguardo S.A.C.,ELECTRO DUNAS S.A.A.,SET Tambo Mora,AGENTE SEGURIDAD 24 HRS L/D,REGION ICA,REGION SUR,-0.33,85.71,FALTA
99112,7731.0,151,1,J&V Resguardo S.A.C.,AGROAURORA SOCIEDAD ANONIMA CERRADA - AGROAURORA S.A.C.,Planta Macacará,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),99112_7731_151,99112,7731,151,1.1666666666666667,J&V Resguardo S.A.C.,AGROAURORA SOCIEDAD ANONIMA CERRADA - AGROAURORA S,Planta Macacará,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),REGION PIURA,REGION NORTE,-0.17,85.71,FALTA
119242,20962.0,106,3,J&V Resguardo S.A.C.,ORAZUL ENERGY PERU S.A.,Orazul Planta Carhuaquero,JEFE DE GRUPO 24 HRS L/D,119242_20962_106,119242,20962,106,3.0,J&V Resguardo S.A.C.,ORAZUL ENERGY PERU S.A.,Orazul Planta Carhuaquero,JEFE DE GRUPO 24 HRS L/D,REGION CHICLAYO,REGION NORTE,0.0,100.0,EXACTO
106658,23763.0,42,1,J&V Resguardo S.A.C.,FUNERARIA JARDINES S.A - FUNJAR,Funjar Terreno Villa el Salvador,AGENTE SEGURIDAD 12 HRS L/D NOCHE,106658_23763_42,106658,23763,42,1.1666666666666667,J&V Resguardo S.A.C.,FUNERARIA JARDINES S.A - FUNJAR,Funjar Terreno Villa el Salvador,AGENTE SEGURIDAD 12 HRS L/D NOCHE,ZONA S2,ZONA SUR,-0.17,85.71,FALTA
62594,8891.0,708,35,J&V Resguardo S.A.C.,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PERÚ",Southern Perú Toquepala,AGENTE SEGURIDAD 24 HRS L/D - 1RA V,62594_8891_708,62594,8891,708,33.0,J&V Resguardo S.A.C.,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PER",Southern Perú Toquepala,AGENTE SEGURIDAD 24 HRS L/D - 1RA V,REGION TACNA,REGION SUR,2.0,106.06,SOBRECARGA
64608,26436.0,95,2,J&V Resguardo S.A.C.,DIVECENTER S.A.C.,Divemotor Local Canadá La Victoria,AGENTE SEGURIDAD 24 HRS L/D,64608_26436_95,64608,26436,95,2.3333333333333335,J&V Resguardo S.A.C.,DIVECENTER S.A.C.,Divemotor Local Canadá La Victoria,AGENTE SEGURIDAD 24 HRS L/D,ZONA C4,ZONA CENTRO,-0.33,85.71,FALTA
126663,13484.0,95,2,J&V Resguardo S.A.C.,DESARROLLO PLAZA GRAU SOCIEDAD ANONIMA CERRADA - DESARROLLO PLAZA,Plaza Grau Sede Lima,AGENTE SEGURIDAD 24 HRS L/D,126663_13484_95,126663,13484,95,2.3333333333333335,J&V Resguardo S.A.C.,DESARROLLO PLAZA GRAU SOCIEDAD ANONIMA CERRADA - D,Plaza Grau Sede Lima,AGENTE SEGURIDAD 24 HRS L/D,ZONA C5,ZONA CENTRO,-0.33,85.71,FALTA
88625,20447.0,95,2,J&V Resguardo S.A.C.,URBANOVA INMOBILIARIA S.A.C,Torre del Parque,AGENTE SEGURIDAD 24 HRS L/D,88625_20447_95,88625,20447,95,2.3333333333333335,J&V Resguardo S.A.C.,URBANOVA INMOBILIARIA S.A.C,Torre del Parque,AGENTE SEGURIDAD 24 HRS L/D,ZONA C6,ZONA CENTRO,-0.33,85.71,FALTA
143729,19749.0,95,2,J&V Resguardo S.A.C.,LABORATORIOS AC FARMA S.A.,Lab. AC Farma Residencia II La Molina,AGENTE SEGURIDAD 24 HRS L/D,143729_19749_95,143729,19749,95,2.3333333333333335,J&V Resguardo S.A.C.,LABORATORIOS AC FARMA S.A.,Lab. AC Farma Residencia II La Molina,AGENTE SEGURIDAD 24 HRS L/D,ZONA S6,ZONA SUR,-0.33,85.71,FALTA
143212,19631.0,H29,1,J&V Resguardo S.A.C.,COMPAÑIA MINERA SANTA LUISA S.A.,Minera Santa Luisa Huanzala,JEFE SEGURIDAD PATRIMONIAL 12 HRS L/D DIA,143212_19631_H29,143212,19631,H29,1.5,J&V Resguardo S.A.C.,COMPAÑIA MINERA SANTA LUISA S.A.,Minera Santa Luisa Huanzala,JEFE SEGURIDAD PATRIMONIAL 12 HRS L/D DIA,REGION HUARAZ,REGION NORTE,-0.5,66.67,FALTA
7592,4992.0,F94,6,J&V Resguardo S.A.C.,COMPAÑIA MINERA ANTAMINA S.A.,Antamina Mina Huaraz,JEFE GRUPO 08 HRS L/D DÍA,7592_4992_F94,7592,4992,F94,9.0,J&V Resguardo S.A.C.,COMPAÑIA MINERA ANTAMINA S.A.,Antamina Mina Huaraz,JEFE GRUPO 08 HRS L/D DÍA,REGION HUARAZ,REGION NORTE,-3.0,66.67,FALTA
85536,22611.0,L86,1,J&V Resguardo S.A.C.,ASOCIACION PERUANO JAPONESA,Serv. Adic. APJ Dpto. de Cultura - Galería de Arte,AGENTE SEGURIDAD 10 HRS MA/D DÍA,85536_22611_L86,85536,22611,L86,1.1666666666666667,J&V Resguardo S.A.C.,ASOCIACION PERUANO JAPONESA,Serv. Adic. APJ Dpto. de Cultura - Galería de Arte,AGENTE SEGURIDAD 10 HRS MA/D DÍA,ZONA C11,ZONA CENTRO,-0.17,85.71,FALTA
